word,ortho,phono,freq,len,pron,phlen,gpmatch,cons,cons-min,occ,occ-min
toupet,tou-pet,tu-pe,2.3,6,tupe,4,tou-tu.pet-pe,1.0 1.0,1.0,49 4,4
toupie,tou-pie,tu-pi,3.92,6,tupi,4,tou-tu.pie-pi,1.0 0.70588,0.70588,49 17,17
tour,tour,tuR,308.72,4,tuR,3,tour-tuR,1.0,1.0,44,44
tourbe,tour-be,tuR-b°,2.03,6,tuRb°,5,tour-tuR.be-b°,1.0 0.67416,0.67416,44 89,44
tourbillon,tour-bi-llon,tuR-bi-j&,17.77,10,tuRbij&,7,tour-tuR.bi-bi.llon-j&,1.0 1.0 0.75,0.75,44 176 28,28
tourbière,tour-biè-re,tuR-bje-R°,0.88,9,tuRbjeR°,8,tour-tuR.biè-bje.re-R°,1.0 1.0 0.95577,0.95577,44 3 927,3
tourelle,tou-re-lle,tu-Re-l°,3.92,8,tuRel°,6,tou-tu.re-Re.lle-l°,1.0 0.04207 0.64848,0.04207,49 927 165,49
tourisme,tou-ris-me,tu-Riz-m°,4.66,8,tuRizm°,7,tou-tu.ris-Riz.me-m°,1.0 0.2 0.89423,0.2,49 20 312,20
touriste,tou-ris-te,tu-Ris-t°,24.19,8,tuRist°,7,tou-tu.ris-Ris.te-t°,1.0 0.7 0.88848,0.7,49 20 538,20
tourment,tour-ment,tuR-m@,12.3,8,tuRm@,5,tour-tuR.ment-m@,1.0 1.0,1.0,44 304,44
tourmente,tour-men-te,tuR-m@-t°,2.84,9,tuRm@t°,7,tour-tuR.men-m@.te-t°,1.0 0.86275 0.88848,0.86275,44 51 538,44
tourmenter,tour-men-ter,tuR-m@-te,16.28,10,tuRm@te,7,tour-tuR.men-m@.ter-te,1.0 0.86275 0.87168,0.86275,44 51 452,44
tourmenté,tour-men-té,tuR-m@-te,5.41,9,tuRm@te,7,tour-tuR.men-m@.té-te,1.0 0.86275 1.0,0.86275,44 51 473,44
tournage,tour-na-ge,tuR-na-Z°,2.7,8,tuRnaZ°,7,tour-tuR.na-na.ge-Z°,1.0 1.0 0.97749,0.97749,44 200 311,44
tournant,tour-nant,tuR-n@,7.09,8,tuRn@,5,tour-tuR.nant-n@,1.0 1.0,1.0,44 28,28
tournelle,tour-ne-lle,tuR-ne-l°,1.15,9,tuRnel°,7,tour-tuR.ne-ne.lle-l°,1.0 0.09565 0.64848,0.09565,44 345 165,44
tourner,tour-ner,tuR-ne,377.09,7,tuRne,5,tour-tuR.ner-ne,1.0 0.92486,0.92486,44 173,44
tournesol,tour-ne-sol,tuR-n°-sol,1.22,9,tuRn°sol,8,tour-tuR.ne-n°.sol-sol,1.0 0.90145 1.0,0.90145,44 345 9,9
tourneur,tour-neur,tuR-n2R,1.08,8,tuRn2R,6,tour-tuR.neur-n2R,1.0 1.0,1.0,44 16,16
tournevis,tour-ne-vis,tuR-n°-vis,3.24,9,tuRn°vis,8,tour-tuR.ne-n°.vis-vis,1.0 0.90145 0.46154,0.46154,44 345 13,13
tourniquet,tour-ni-quet,tuR-ni-ke,2.77,10,tuRnike,7,tour-tuR.ni-ni.quet-ke,1.0 1.0 1.0,1.0,44 230 24,24
tournis,tour-nis,tuR-ni,1.62,7,tuRni,5,tour-tuR.nis-ni,1.0 0.08,0.08,44 25,25
tournoi,tour-noi,tuR-nwa,3.38,7,tuRnwa,6,tour-tuR.noi-nwa,1.0 1.0,1.0,44 6,6
tournoyant,tour-no-yant,tuR-nwa-j@,2.36,10,tuRnwaj@,8,tour-tuR.no-nwa.yant-j@,1.0 0.05469 1.0,0.05469,44 128 19,19
tournoyer,tour-no-yer,tuR-nwa-je,14.8,9,tuRnwaje,8,tour-tuR.no-nwa.yer-je,1.0 0.05469 1.0,0.05469,44 128 58,44
tournure,tour-nu-re,tuR-ny-R°,8.24,8,tuRnyR°,7,tour-tuR.nu-ny.re-R°,1.0 0.96629 0.95577,0.95577,44 89 927,44
tourné,tour-né,tuR-ne,8.51,6,tuRne,5,tour-tuR.né-ne,1.0 1.0,1.0,44 152,44
tournée,tour-née,tuR-ne,23.85,7,tuRne,5,tour-tuR.née-ne,1.0 1.0,1.0,44 10,10
tous,tous,tus,238.72,4,tus,3,tous-tus,1.0,1.0,1,1
tousser,tou-sser,tu-se,23.18,7,tuse,4,tou-tu.sser-se,1.0 0.93913,0.93913,49 115,49
toussoter,tou-sso-ter,tu-so-te,5.14,9,tusote,6,tou-tu.sso-so.ter-te,1.0 0.92308 0.87168,0.87168,49 13 452,13
tout,tout,tu,838.04,4,tu,2,tout-tu,1.0,1.0,4,4
toute,tou-te,tu-t°,5.2,5,tut°,4,tou-tu.te-t°,1.0 0.88848,0.88848,49 538,49
toutefois,tou-te-fois,tu-t°-fwa,35.47,9,tut°fwa,7,tou-tu.te-t°.fois-fwa,1.0 0.88848 1.0,0.88848,49 538 4,4
toutes,tou-tes,tu-t°,50.47,6,tut°,4,tou-tu.tes-t°,1.0 0.10526,0.10526,49 19,19
toutim,tou-tim,tu-tim,0.88,6,tutim,5,tou-tu.tim-tim,1.0 0.2,0.2,49 5,5
toutou,tou-tou,tu-tu,1.89,6,tutu,4,tou-tu.tou-tu,1.0 1.0,1.0,49 49,49
toux,toux,tu,12.23,4,tu,2,toux-tu,1.0,1.0,1,1
toxico,to-xi-co,to-ksi-ko,0.88,6,toksiko,7,to-to.xi-ksi.co-ko,0.94231 0.68 1.0,0.68,156 25 301,25
trac,trac,tRak,8.38,4,tRak,4,trac-tRak,1.0,1.0,10,10
tracas,tra-cas,tRa-ka,4.46,6,tRaka,5,tra-tRa.cas-ka,0.9863 0.16667,0.16667,73 18,18
tracasser,tra-ca-sser,tRa-ka-se,5.88,9,tRakase,7,tra-tRa.ca-ka.sser-se,0.9863 0.99509 0.93913,0.93913,73 407 115,73
trace,tra-ce,tRa-s°,80.27,5,tRas°,5,tra-tRa.ce-s°,0.9863 0.87863,0.87863,73 379,73
tracer,tra-cer,tRa-se,42.36,6,tRase,5,tra-tRa.cer-se,0.9863 0.66019,0.66019,73 103,73
tract,tract,tRakt,9.39,5,tRakt,5,tract-tRakt,1.0,1.0,1,1
tractation,trac-ta-tion,tRak-ta-sj&,1.96,10,tRaktasj&,9,trac-tRak.ta-ta.tion-sj&,1.0 0.9908 0.97518,0.97518,10 326 282,10
tracteur,trac-teur,tRak-t2R,6.82,8,tRakt2R,7,trac-tRak.teur-t2R,1.0 1.0,1.0,10 113,10
traction,trac-tion,tRak-sj&,8.31,8,tRaksj&,7,trac-tRak.tion-sj&,1.0 0.97518,0.97518,10 282,10
tracé,tra-cé,tRa-se,5.07,5,tRase,5,tra-tRa.cé-se,0.9863 1.0,0.9863,73 78,73
tradition,tra-di-tion,tRa-di-sj&,33.92,9,tRadisj&,8,tra-tRa.di-di.tion-sj&,0.9863 1.0 0.97518,0.97518,73 292 282,73
traducteur,tra-duc-teur,tRa-dyk-t2R,3.51,10,tRadykt2R,9,tra-tRa.duc-dyk.teur-t2R,0.9863 1.0 1.0,0.9863,73 14 113,14
traduction,tra-duc-tion,tRa-dyk-sj&,11.15,10,tRadyksj&,9,tra-tRa.duc-dyk.tion-sj&,0.9863 1.0 0.97518,0.97518,73 14 282,14
traduire,tra-dui-re,tRa-d8i-R°,34.32,8,tRad8iR°,8,tra-tRa.dui-d8i.re-R°,0.9863 1.0 0.95577,0.95577,73 14 927,14
trafic,tra-fic,tRa-fik,10.27,6,tRafik,6,tra-tRa.fic-fik,0.9863 1.0,0.9863,73 3,3
trafiquant,tra-fi-quant,tRa-fi-k@,3.38,10,tRafik@,7,tra-tRa.fi-fi.quant-k@,0.9863 1.0 1.0,0.9863,73 136 12,12
trafiquer,tra-fi-quer,tRa-fi-ke,3.78,9,tRafike,7,tra-tRa.fi-fi.quer-ke,0.9863 1.0 1.0,0.9863,73 136 90,73
tragique,tra-gi-que,tRa-Zi-k°,4.46,8,tRaZik°,7,tra-tRa.gi-Zi.que-k°,0.9863 1.0 0.92717,0.92717,73 93 357,73
tragédie,tra-gé-die,tRa-Ze-di,14.46,8,tRaZedi,7,tra-tRa.gé-Ze.die-di,0.9863 1.0 0.72727,0.72727,73 105 11,11
tragédien,tra-gé-dien,tRa-Ze-dj5,1.15,9,tRaZedj5,8,tra-tRa.gé-Ze.dien-dj5,0.9863 1.0 0.875,0.875,73 105 8,8
trahi,tra-hi,tRa-i,2.97,5,tRai,4,tra-tRa.hi-i,0.9863 1.0,0.9863,73 21,21
trahir,tra-hir,tRa-iR,41.55,6,tRaiR,5,tra-tRa.hir-iR,0.9863 1.0,0.9863,73 4,4
trahison,tra-hi-son,tRa-i-z&,18.51,8,tRaiz&,6,tra-tRa.hi-i.son-z&,0.9863 1.0 0.69767,0.69767,73 21 43,21
train,train,tR5,288.65,5,tR5,3,train-tR5,1.0,1.0,3,3
traire,trai-re,tRe-R°,4.59,6,tReR°,5,trai-tRe.re-R°,1.0 0.95577,0.95577,16 927,16
trait,trait,tRe,97.3,5,tRe,3,trait-tRe,1.0,1.0,6,6
traite,trai-te,tRe-t°,6.22,6,tRet°,5,trai-tRe.te-t°,1.0 0.88848,0.88848,16 538,16
traitement,trai-te-ment,tRe-t°-m@,14.66,10,tRet°m@,7,trai-tRe.te-t°.ment-m@,1.0 0.88848 1.0,0.88848,16 538 304,16
traiter,trai-ter,tRe-te,69.93,7,tRete,5,trai-tRe.ter-te,1.0 0.87168,0.87168,16 452,16
traiteur,trai-teur,tRe-t2R,1.62,8,tRet2R,6,trai-tRe.teur-t2R,1.0 1.0,1.0,16 113,16
traité,trai-té,tRe-te,2.64,6,tRete,5,trai-tRe.té-te,1.0 1.0,1.0,16 473,16
trajet,tra-jet,tRa-Ze,16.69,6,tRaZe,5,tra-tRa.jet-Ze,0.9863 0.83333,0.83333,73 6,6
tralala,tra-la-la,tRa-la-la,1.55,7,tRalala,7,tra-tRa.la-la.la-la,0.9863 0.96154 0.96154,0.96154,73 208 208,73
tram,tram,tRam,2.3,4,tRam,4,tram-tRam,1.0,1.0,2,2
trame,tra-me,tRa-m°,5.41,5,tRam°,5,tra-tRa.me-m°,0.9863 0.89423,0.89423,73 312,73
tramer,tra-mer,tRa-me,3.31,6,tRame,5,tra-tRa.mer-me,0.9863 0.75833,0.75833,73 120,73
tramway,tram-way,tRam-we,7.64,7,tRamwe,6,tram-tRam.way-we,1.0 1.0,1.0,2 1,1
tranchant,tran-chant,tR@-S@,5.27,9,tR@S@,5,tran-tR@.chant-S@,1.0 1.0,1.0,24 11,11
tranche,tran-che,tR@-S°,21.82,7,tR@S°,5,tran-tR@.che-S°,1.0 0.93191,0.93191,24 235,24
trancher,tran-cher,tR@-Se,24.73,8,tR@Se,5,tran-tR@.cher-Se,1.0 0.94828,0.94828,24 116,24
tranché,tran-ché,tR@-Se,3.72,7,tR@Se,5,tran-tR@.ché-Se,1.0 0.95833,0.95833,24 48,24
tranchée,tran-chée,tR@-Se,33.72,8,tR@Se,5,tran-tR@.chée-Se,1.0 1.0,1.0,24 6,6
tranquille,tran-qui-lle,tR@-ki-l°,91.96,10,tR@kil°,7,tran-tR@.qui-ki.lle-l°,1.0 0.96429 0.64848,0.64848,24 56 165,24
transat,tran-sat,tR@-zat,1.49,7,tR@zat,6,tran-tR@.sat-zat,1.0 1.0,1.0,24 1,1
transcrire,trans-cri-re,tR@s-kRi-R°,3.51,10,tR@skRiR°,9,trans-tR@s.cri-kRi.re-R°,1.0 1.0 0.95577,0.95577,9 46 927,9
transe,tran-se,tR@-s°,5.14,6,tR@s°,5,tran-tR@.se-s°,1.0 0.3,0.3,24 240,24
transept,tran-sept,tR@-sept,1.01,8,tR@sept,7,tran-tR@.sept-sept,1.0 0.5,0.5,24 2,2
transfert,trans-fert,tR@s-feR,3.85,9,tR@sfeR,7,trans-tR@s.fert-feR,1.0 1.0,1.0,9 1,1
transformé,trans-for-mé,tR@s-foR-me,1.08,10,tR@sfoRme,9,trans-tR@s.for-foR.mé-me,1.0 1.0 1.0,1.0,9 61 179,9
transfuge,trans-fu-ge,tR@s-fy-Z°,1.15,9,tR@sfyZ°,8,trans-tR@s.fu-fy.ge-Z°,1.0 0.96923 0.97749,0.96923,9 65 311,9
transférer,trans-fé-rer,tR@s-fe-Re,5.2,10,tR@sfeRe,8,trans-tR@s.fé-fe.rer-Re,1.0 1.0 0.99415,0.99415,9 49 171,9
transi,tran-si,tR@-zi,3.85,6,tR@zi,5,tran-tR@.si-zi,1.0 0.56915,0.56915,24 188,24
transiger,tran-si-ger,tR@-zi-Ze,1.42,9,tR@ziZe,7,tran-tR@.si-zi.ger-Ze,1.0 0.56915 0.93651,0.56915,24 188 126,24
transir,tran-sir,tR@-ziR,2.43,7,tR@ziR,6,tran-tR@.sir-ziR,1.0 0.91667,0.91667,24 12,12
transistor,tran-sis-tor,tR@-zis-toR,5.07,10,tR@zistoR,9,tran-tR@.sis-zis.tor-toR,1.0 0.4375 1.0,0.4375,24 16 38,16
transit,tran-sit,tR@-zit,2.64,7,tR@zit,6,tran-tR@.sit-zit,1.0 1.0,1.0,24 1,1
transiter,tran-si-ter,tR@-zi-te,1.35,9,tR@zite,7,tran-tR@.si-zi.ter-te,1.0 0.56915 0.87168,0.56915,24 188 452,24
transition,tran-si-tion,tR@-zi-sj&,8.78,10,tR@zisj&,8,tran-tR@.si-zi.tion-sj&,1.0 0.56915 0.97518,0.56915,24 188 282,24
transpirer,trans-pi-rer,tR@s-pi-Re,10.74,10,tR@spiRe,8,trans-tR@s.pi-pi.rer-Re,1.0 1.0 0.99415,0.99415,9 223 171,9
transport,trans-port,tR@s-poR,22.16,9,tR@spoR,7,trans-tR@s.port-poR,1.0 1.0,1.0,9 4,4
transporté,trans-por-té,tR@s-poR-te,1.69,10,tR@spoRte,9,trans-tR@s.por-poR.té-te,1.0 1.0 1.0,1.0,9 41 473,9
transposer,trans-po-ser,tR@s-po-ze,3.31,10,tR@spoze,8,trans-tR@s.po-po.ser-ze,1.0 1.0 0.67281,0.67281,9 179 217,9
trappe,tra-ppe,tRa-p°,6.49,6,tRap°,5,tra-tRa.ppe-p°,0.9863 0.94444,0.94444,73 18,18
trappeur,tra-ppeur,tRa-p2R,2.03,8,tRap2R,6,tra-tRa.ppeur-p2R,0.9863 1.0,0.9863,73 1,1
trapu,tra-pu,tRa-py,9.05,5,tRapy,5,tra-tRa.pu-py,0.9863 1.0,0.9863,73 91,73
trapèze,tra-pè-ze,tRa-pe-z°,3.78,7,tRapez°,7,tra-tRa.pè-pe.ze-z°,0.9863 1.0 0.76,0.76,73 17 25,17
trapéziste,tra-pé-zis-te,tRa-pe-zis-t°,1.01,10,tRapezist°,10,tra-tRa.pé-pe.zis-zis.te-t°,0.9863 1.0 0.5 0.88848,0.5,73 159 2 538,2
traquenard,tra-que-nard,tRa-k°-naR,1.89,10,tRak°naR,8,tra-tRa.que-k°.nard-naR,0.9863 0.92717 1.0,0.92717,73 357 14,14
traquer,tra-quer,tRa-ke,14.39,7,tRake,5,tra-tRa.quer-ke,0.9863 1.0,0.9863,73 90,73
travail,tra-vail,tRa-vaj,263.45,7,tRavaj,6,tra-tRa.vail-vaj,0.9863 1.0,0.9863,73 1,1
travailler,tra-va-iller,tRa-va-je,202.7,10,tRavaje,7,tra-tRa.va-va.iller-je,0.9863 1.0 1.0,0.9863,73 170 48,48
travaillé,tra-va-illé,tRa-va-je,1.82,9,tRavaje,7,tra-tRa.va-va.illé-je,0.9863 1.0 1.0,0.9863,73 170 22,22
travelo,tra-ve-lo,tRa-v°-lo,1.08,7,tRav°lo,7,tra-tRa.ve-v°.lo-lo,0.9863 0.80676 0.97382,0.80676,73 207 191,73
travers,tra-vers,tRa-veR,247.64,7,tRaveR,6,tra-tRa.vers-veR,0.9863 1.0,0.9863,73 9,9
traversant,tra-ver-sant,tRa-veR-s@,1.01,10,tRaveRs@,8,tra-tRa.ver-veR.sant-s@,0.9863 0.67059 0.17143,0.17143,73 170 35,35
traverse,tra-ver-se,tRa-veR-s°,7.43,8,tRaveRs°,8,tra-tRa.ver-veR.se-s°,0.9863 0.67059 0.3,0.3,73 170 240,73
traverser,tra-ver-ser,tRa-veR-se,200.81,9,tRaveRse,8,tra-tRa.ver-veR.ser-se,0.9863 0.67059 0.13364,0.13364,73 170 217,73
traversin,tra-ver-sin,tRa-veR-s5,2.57,9,tRaveRs5,8,tra-tRa.ver-veR.sin-s5,0.9863 0.67059 0.55556,0.55556,73 170 18,18
traversé,tra-ver-sé,tRa-veR-se,2.23,8,tRaveRse,8,tra-tRa.ver-veR.sé-se,0.9863 0.67059 0.56463,0.56463,73 170 147,73
traversée,tra-ver-sée,tRa-veR-se,14.8,9,tRaveRse,8,tra-tRa.ver-veR.sée-se,0.9863 0.67059 0.16667,0.16667,73 170 12,12
travesti,tra-ves-ti,tRa-ves-ti,1.89,8,tRavesti,8,tra-tRa.ves-ves.ti-ti,0.9863 0.90909 1.0,0.90909,73 11 454,11
travestir,tra-ves-tir,tRa-ves-tiR,2.57,9,tRavestiR,9,tra-tRa.ves-ves.tir-tiR,0.9863 0.90909 1.0,0.90909,73 11 48,11
travée,tra-vée,tRa-ve,3.65,6,tRave,5,tra-tRa.vée-ve,0.9863 1.0,0.9863,73 5,5
traînant,traî-nant,tRe-n@,5.88,8,tRen@,5,traî-tRe.nant-n@,1.0 1.0,1.0,13 28,13
traînard,traî-nard,tRe-naR,1.35,8,tRenaR,6,traî-tRe.nard-naR,1.0 1.0,1.0,13 14,13
traînasser,traî-na-sser,tRe-na-se,1.28,10,tRenase,7,traî-tRe.na-na.sser-se,1.0 1.0 0.93913,0.93913,13 200 115,13
traîne,traî-ne,tRe-n°,4.86,6,tRen°,5,traî-tRe.ne-n°,1.0 0.90145,0.90145,13 345,13
traîneau,traî-neau,tRe-no,4.53,8,tReno,5,traî-tRe.neau-no,1.0 1.0,1.0,13 8,8
traîner,traî-ner,tRe-ne,122.77,7,tRene,5,traî-tRe.ner-ne,1.0 0.92486,0.92486,13 173,13
traînée,traî-née,tRe-ne,13.24,7,tRene,5,traî-tRe.née-ne,1.0 1.0,1.0,13 10,10
traître,traî-tre,tRe-tR°,5.95,7,tRetR°,6,traî-tRe.tre-tR°,1.0 0.9434,0.9434,13 159,13
traîtrise,traî-tri-se,tRe-tRi-z°,1.96,9,tRetRiz°,8,traî-tRe.tri-tRi.se-z°,1.0 1.0 0.55833,0.55833,13 85 240,13
treillage,trei-lla-ge,tRe-ja-Z°,1.22,9,tRejaZ°,7,trei-tRe.lla-ja.ge-Z°,1.0 0.43333 0.97749,0.43333,4 30 311,4
treille,trei-lle,tRe-j°,2.7,7,tRej°,5,trei-tRe.lle-j°,1.0 0.30303,0.30303,4 165,4
treillis,tre-illis,tRe-ji,4.12,8,tReji,5,tre-tRe.illis-ji,0.0566 1.0,0.0566,159 4,4
treize,trei-ze,tRe-z°,20.95,6,tRez°,5,trei-tRe.ze-z°,1.0 0.76,0.76,4 25,4
treizième,trei-ziè-me,tRe-zje-m°,1.01,9,tRezjem°,8,trei-tRe.ziè-zje.me-m°,1.0 1.0 0.89423,0.89423,4 6 312,4
tremblant,trem-blant,tR@-bl@,21.08,9,tR@bl@,6,trem-tR@.blant-bl@,1.0 1.0,1.0,12 4,4
tremble,trem-ble,tR@-bl°,2.7,7,tR@bl°,6,trem-tR@.ble-bl°,1.0 0.95161,0.95161,12 186,12
trembler,trem-bler,tR@-ble,94.05,8,tR@ble,6,trem-tR@.bler-ble,1.0 1.0,1.0,12 18,12
tremblote,trem-blo-te,tR@-blo-t°,0.95,9,tR@blot°,8,trem-tR@.blo-blo.te-t°,1.0 1.0 0.88848,0.88848,12 12 538,12
trembloter,trem-blo-ter,tR@-blo-te,5.61,10,tR@blote,8,trem-tR@.blo-blo.ter-te,1.0 1.0 0.87168,0.87168,12 12 452,12
tremblé,trem-blé,tR@-ble,1.49,7,tR@ble,6,trem-tR@.blé-ble,1.0 1.0,1.0,12 13,12
trempe,trem-pe,tR@-p°,3.31,6,tR@p°,5,trem-tR@.pe-p°,1.0 0.81119,0.81119,12 143,12
tremper,trem-per,tR@-pe,32.16,7,tR@pe,5,trem-tR@.per-pe,1.0 0.39073,0.39073,12 151,12
tremplin,trem-plin,tR@-pl5,1.28,8,tR@pl5,6,trem-tR@.plin-pl5,1.0 1.0,1.0,12 2,2
trempé,trem-pé,tR@-pe,9.59,6,tR@pe,5,trem-tR@.pé-pe,1.0 1.0,1.0,12 159,12
trentaine,tren-tai-ne,tR@-te-n°,13.45,9,tR@ten°,7,tren-tR@.tai-te.ne-n°,1.0 1.0 0.90145,0.90145,3 36 345,3
trente,tren-te,tR@-t°,79.12,6,tR@t°,5,tren-tR@.te-t°,1.0 0.88848,0.88848,3 538,3
trentième,tren-tiè-me,tR@-tje-m°,0.88,9,tR@tjem°,8,tren-tR@.tiè-tje.me-m°,1.0 1.0 0.89423,0.89423,3 15 312,3
tressauter,tre-ssau-ter,tRe-so-te,4.53,10,tResote,7,tre-tRe.ssau-so.ter-te,0.0566 1.0 0.87168,0.0566,159 1 452,1
tresse,tre-sse,tRe-s°,4.73,6,tRes°,5,tre-tRe.sse-s°,0.0566 0.89503,0.0566,159 181,159
tresser,tre-sser,tRe-se,8.85,7,tRese,5,tre-tRe.sser-se,0.0566 0.93913,0.0566,159 115,115
treuil,treuil,tR2j,2.16,6,tR2j,4,treuil-tR2j,1.0,1.0,1,1
tri,tri,tRi,3.04,3,tRi,3,tri-tRi,1.0,1.0,85,85
triage,tri-a-ge,tRi-a-Z°,1.55,6,tRiaZ°,6,tri-tRi.a-a.ge-Z°,1.0 1.0 0.97749,0.97749,85 874 311,85
triangle,tri-an-gle,tRi-@-gl°,13.24,8,tRi@gl°,7,tri-tRi.an-@.gle-gl°,1.0 0.9863 1.0,0.9863,85 73 18,18
tribal,tri-bal,tRi-bal,1.01,6,tRibal,6,tri-tRi.bal-bal,1.0 1.0,1.0,85 12,12
tribord,tri-bord,tRi-boR,1.28,7,tRiboR,6,tri-tRi.bord-boR,1.0 1.0,1.0,85 6,6
tribu,tri-bu,tRi-by,18.24,5,tRiby,5,tri-tRi.bu-by,1.0 1.0,1.0,85 80,80
tribun,tri-bun,tRi-b5,1.96,6,tRib5,5,tri-tRi.bun-b5,1.0 1.0,1.0,85 2,2
tribunal,tri-bu-nal,tRi-by-nal,18.04,8,tRibynal,8,tri-tRi.bu-by.nal-nal,1.0 1.0 1.0,1.0,85 80 31,31
tribune,tri-bu-ne,tRi-by-n°,8.99,7,tRibyn°,7,tri-tRi.bu-by.ne-n°,1.0 1.0 0.90145,0.90145,85 80 345,80
tribut,tri-but,tRi-by,2.16,6,tRiby,5,tri-tRi.but-by,1.0 0.66667,0.66667,85 6,6
tricher,tri-cher,tRi-Se,9.73,7,tRiSe,5,tri-tRi.cher-Se,1.0 0.94828,0.94828,85 116,85
tricherie,tri-che-rie,tRi-S°-Ri,1.28,9,tRiS°Ri,7,tri-tRi.che-S°.rie-Ri,1.0 0.93191 0.9918,0.93191,85 235 122,85
tricheur,tri-cheur,tRi-S2R,1.01,8,tRiS2R,6,tri-tRi.cheur-S2R,1.0 1.0,1.0,85 11,11
tricolore,tri-co-lo-re,tRi-ko-lo-R°,7.5,9,tRikoloR°,9,tri-tRi.co-ko.lo-lo.re-R°,1.0 1.0 0.97382 0.95577,0.95577,85 301 191 927,85
tricorne,tri-cor-ne,tRi-koR-n°,0.88,8,tRikoRn°,8,tri-tRi.cor-koR.ne-n°,1.0 1.0 0.90145,0.90145,85 58 345,58
tricot,tri-cot,tRi-ko,14.19,6,tRiko,5,tri-tRi.cot-ko,1.0 1.0,1.0,85 11,11
tricoter,tri-co-ter,tRi-ko-te,13.04,8,tRikote,7,tri-tRi.co-ko.ter-te,1.0 1.0 0.87168,0.87168,85 301 452,85
tricycle,tri-cy-cle,tRi-si-kl°,0.95,8,tRisikl°,8,tri-tRi.cy-si.cle-kl°,1.0 1.0 0.91304,0.91304,85 14 23,14
trier,tri-er,tRi-e,7.84,5,tRie,4,tri-tRi.er-e,1.0 0.82946,0.82946,85 129,85
trille,tri-lle,tRi-j°,2.64,6,tRij°,5,tri-tRi.lle-j°,1.0 0.30303,0.30303,85 165,85
trimard,tri-mard,tRi-maR,1.76,7,tRimaR,6,tri-tRi.mard-maR,1.0 1.0,1.0,85 3,3
trimbaler,trim-ba-ler,tR5-ba-le,7.09,9,tR5bale,7,trim-tR5.ba-ba.ler-le,1.0 0.99593 0.97396,0.97396,2 246 192,2
trimballer,trim-ba-ller,tR5-ba-le,3.11,10,tR5bale,7,trim-tR5.ba-ba.ller-le,1.0 0.99593 0.31746,0.31746,2 246 63,2
trimer,tri-mer,tRi-me,3.31,6,tRime,5,tri-tRi.mer-me,1.0 0.75833,0.75833,85 120,85
trimestre,tri-mes-tre,tRi-mes-tR°,5.54,9,tRimestR°,9,tri-tRi.mes-mes.tre-tR°,1.0 0.625 0.9434,0.625,85 8 159,8
tringle,trin-gle,tR5-gl°,3.18,7,tR5gl°,6,trin-tR5.gle-gl°,1.0 1.0,1.0,6 18,6
tringler,trin-gler,tR5-gle,1.62,8,tR5gle,6,trin-tR5.gler-gle,1.0 1.0,1.0,6 12,6
trinquer,trin-quer,tR5-ke,9.19,8,tR5ke,5,trin-tR5.quer-ke,1.0 1.0,1.0,6 90,6
trio,tri-o,tRi-o,5.47,4,tRio,4,tri-tRi.o-o,1.0 0.99476,0.99476,85 191,85
triomphal,tri-om-phal,tRi-&-fal,8.58,9,tRi&fal,7,tri-tRi.om-&.phal-fal,1.0 0.75 1.0,0.75,85 16 2,2
triomphant,tri-om-phant,tRi-j&-f@,12.77,10,tRij&f@,7,tri-tRi.om-j&.phant-f@,1.0 0.0625 1.0,0.0625,85 16 2,2
triomphe,tri-om-phe,tRi-&-f°,29.19,8,tRi&f°,6,tri-tRi.om-&.phe-f°,1.0 0.75 1.0,0.75,85 16 15,15
triompher,tri-om-pher,tRi-&-fe,19.19,9,tRi&fe,6,tri-tRi.om-&.pher-fe,1.0 0.75 1.0,0.75,85 16 1,1
trip,trip,tRip,1.22,4,tRip,4,trip-tRip,1.0,1.0,1,1
tripaille,tri-pa-ille,tRi-pa-j°,0.88,9,tRipaj°,7,tri-tRi.pa-pa.ille-j°,1.0 0.97492 0.89024,0.89024,85 319 82,82
tripe,tri-pe,tRi-p°,13.58,5,tRip°,5,tri-tRi.pe-p°,1.0 0.81119,0.81119,85 143,85
triple,tri-ple,tRi-pl°,9.12,6,tRipl°,6,tri-tRi.ple-pl°,1.0 0.66667,0.66667,85 24,24
tripler,tri-pler,tRi-ple,1.76,7,tRiple,6,tri-tRi.pler-ple,1.0 1.0,1.0,85 7,7
triporteur,tri-por-teur,tRi-poR-t2R,5.61,10,tRipoRt2R,9,tri-tRi.por-poR.teur-t2R,1.0 1.0 1.0,1.0,85 41 113,41
tripot,tri-pot,tRi-po,1.22,6,tRipo,5,tri-tRi.pot-po,1.0 1.0,1.0,85 6,6
tripoter,tri-po-ter,tRi-po-te,7.97,8,tRipote,7,tri-tRi.po-po.ter-te,1.0 1.0 0.87168,0.87168,85 179 452,85
trique,tri-que,tRi-k°,4.46,6,tRik°,5,tri-tRi.que-k°,1.0 0.92717,0.92717,85 357,85
trisser,tri-sser,tRi-se,1.15,7,tRise,5,tri-tRi.sser-se,1.0 0.93913,0.93913,85 115,85
triste,tris-te,tRis-t°,105.61,6,tRist°,6,tris-tRis.te-t°,1.0 0.88848,0.88848,3 538,3
tristement,tris-te-ment,tRis-t°-m@,11.82,10,tRist°m@,8,tris-tRis.te-t°.ment-m@,1.0 0.88848 1.0,0.88848,3 538 304,3
tristesse,tris-te-sse,tRis-te-s°,48.72,9,tRistes°,8,tris-tRis.te-te.sse-s°,1.0 0.11152 0.89503,0.11152,3 538 181,3
