,word,freq,len,,
17033,hagard,6.96,6,,
17034,hagarde,3.51,7,,
17035,hagards,2.3,7,,
17036,haie,14.8,4,,
17037,haies,11.28,5,,
17038,haillon,0.47,7,,
17039,haillons,3.31,8,,
17040,haine,49.39,5,,
17041,haines,3.11,6,,
17042,haineuse,1.76,8,,
17043,haineux,4.32,7,,
17044,hair,7.09,4,,
17045,hais,10,4,,
17046,haissable,1.15,9,,
17047,haissables,0.47,10,,
17048,haissais,2.09,8,,
17049,haissait,6.08,8,,
17050,haissent,1.08,8,,
17051,haissez,0.27,7,,
17052,hait,3.58,4,,
17053,halage,1.49,6,,
17054,halaient,0.34,8,,
17055,hale,1.69,4,,
17056,haleine,21.82,7,,
17057,haleines,1.22,8,,
17058,halent,0.2,6,,
17059,haletait,3.58,8,,
17060,haletant,7.23,8,,
17061,haletante,4.66,9,,
17062,haletants,1.76,9,,
17063,haletement,2.57,10,,
17064,haletements,1.15,11,,
17065,haleter,1.28,7,,
17066,hall,25.81,4,,
17067,halle,1.01,5,,
17068,hallebarde,0.27,10,,
17069,hallebardes,1.01,11,,
17070,halles,8.31,6,,
17071,hallucinant,0.95,11,,
17072,hallucinante,1.62,12,,
17073,hallucinants,0.34,12,,
17074,hallucination,3.51,13,,
17075,hallucinations,2.09,14,,
17076,hallucine,0.2,9,,
17077,hallucinee,0.67,10,,
17078,halo,7.5,4,,
17079,halte,14.93,5,,
17080,halteres,1.28,8,,
17081,haltes,1.89,6,,
17082,hamac,3.11,5,,
17083,hamburger,0.41,9,,
17084,hamburgers,0.27,10,,
17085,hameau,7.91,6,,
17086,hameaux,2.7,7,,
17087,hamecon,2.5,7,,
17088,hammam,1.49,6,,
17089,hamster,0.68,7,,
17090,hanche,9.59,6,,
17091,hanches,22.77,7,,
17092,handicap,2.3,8,,
17093,handicape,1.08,9,,
17094,handicapes,0.82,10,,
17095,hangar,12.97,6,,
17096,hangars,5.88,7,,
17097,hanneton,2.7,8,,
17098,hannetons,2.64,9,,
17099,hantaient,0.74,9,,
17100,hantait,2.36,7,,
17101,hante,6.36,5,,
17102,hantee,1.42,6,,
17103,hanter,2.23,6,,
17104,hantes,1.35,6,,
17105,hantise,4.46,7,,
17106,hantises,0.61,8,,
17107,happa,0.34,5,,
17108,happe,3.38,5,,
17109,happee,1.15,6,,
17110,happer,0.88,6,,
17111,harangues,0.55,9,,
17112,harassaient,0.14,11,,
17113,harasse,1.42,7,,
17114,harassee,0.55,8,,
17115,harasses,1.22,8,,
17116,harcelais,0.2,9,,
17117,harcele,2.3,7,,
17118,harcelement,1.35,11,,
17119,harcelent,0.27,9,,
17120,harceler,1.82,8,,
17121,hardi,7.1,5,,
17122,hardie,1.35,6,,
17123,hardies,0.88,7,,
17124,hardiesse,2.03,9,,
17125,hardiesses,0.61,10,,
17126,hardiment,1.62,9,,
17127,hardis,1.96,6,,
17128,harem,15.74,5,,
17129,hareng,2.91,6,,
17130,harengs,3.18,7,,
17131,hargne,4.26,6,,
17132,hargneuse,3.11,9,,
17133,hargneusement,1.42,13,,
17134,hargneux,5.54,8,,
17135,haricot,1.22,7,,
17136,haricots,12.23,8,,
17137,harki,0.14,5,,
17138,harmonica,1.69,9,,
17139,harmonie,15.61,8,,
17140,harmonieuse,2.43,11,,
17141,harmonieusement,1.28,15,,
17142,harmonieux,4.05,10,,
17143,harnachaient,0.07,12,,
17144,harnachee,0.14,9,,
17145,harnachees,0.28,10,,
17146,harnachement,1.28,12,,
17147,harnais,3.92,7,,
17148,harpe,4.86,5,,
17149,harpes,0.47,6,,
17150,harpie,1.22,6,,
17151,harpon,1.76,6,,
17152,harponnent,0.07,10,,
17153,hasard,118.99,6,,
17154,hasarda,1.35,7,,
17155,hasarde,1.62,7,,
17156,hasardeuse,1.08,10,,
17157,hasardeux,1.22,9,,
17158,hasards,5.2,7,,
17159,hata,4.05,4,,
17160,hatai,1.28,5,,
17161,hataient,1.69,8,,
17162,hatait,2.09,6,,
17163,hatant,2.64,6,,
17164,hate,48.65,4,,
17165,hater,5.54,5,,
17166,hatif,1.76,5,,
17167,hatifs,1.15,6,,
17168,hative,1.76,6,,
17169,hativement,5.54,10,,
17170,hatives,0.95,7,,
17171,haussa,34.46,6,,
17172,haussai,2.09,7,,
17173,haussaient,1.01,10,,
17174,haussait,4.86,8,,
17175,haussant,8.38,8,,
17176,hausse,10.81,6,,
17177,haussement,5.07,10,,
17178,haussements,0.61,11,,
17179,hausser,4.86,7,,
17180,hausserait,0.14,10,,
17181,haut,253.24,4,,
17182,hautain,4.32,7,,
17183,hautaine,5.07,8,,
17184,hautbois,1.62,8,,
17185,haute,90.95,5,,
17186,hautement,4.73,9,,
17187,hautes,37.43,6,,
17188,hautesse,1.42,8,,
17189,hauteur,66.15,7,,
17190,hauteurs,11.55,8,,
17191,havre,3.04,5,,
17192,hebdo,1.08,5,,
17193,hebdomadaire,6.75,12,,
17194,hebdomadaires,1.9,13,,
17195,hebdos,0.41,6,,
17196,heberge,1.15,7,,
17197,heberger,2.7,8,,
17198,hebete,4.39,6,,
17199,hebetes,1.49,7,,
17200,hebetude,4.05,8,,
17201,hebreu,3.78,6,,
17202,hecatombe,1.28,9,,
17203,hectares,6.22,8,,
17204,hegemonie,1.42,9,,
17205,hela,1.69,4,,
17206,helas,35.47,5,,
17207,heler,1.08,5,,
17208,heles,0.07,5,,
17209,helice,2.36,6,,
17210,helices,1.49,7,,
17211,helicoptere,2.43,11,,
17212,helicopteres,1.28,12,,
17213,helium,0.47,6,,
17214,hemicycle,0.34,9,,
17215,hemiplegique,0.34,12,,
17216,hemisphere,0.88,10,,
17217,hemorragie,2.43,10,,
17218,hemorroides,0.41,11,,
17219,hennissement,1.76,12,,
17220,hennissements,1.15,13,,
17221,hepatite,0.74,8,,
17222,herbe,86.08,5,,
17223,herbes,32.43,6,,
17224,herbeuses,0.07,9,,
17225,herbier,0.81,7,,
17226,hereditaire,3.85,11,,
17227,hereditaires,0.74,12,,
17228,heredite,3.99,8,,
17229,heresie,7.16,7,,
17230,heretique,7.43,9,,
17231,heretiques,18.31,10,,
17232,herissait,1.08,9,,
17233,herisse,4.53,7,,
17234,herissee,3.85,8,,
17235,herissees,2.44,9,,
17236,herisses,3.72,8,,
17237,herisson,1.76,8,,
17238,heritage,11.15,8,,
17239,heritait,0.2,8,,
17240,herite,7.5,6,,
17241,heritee,1.42,7,,
17242,heriter,1.35,7,,
17243,heritier,7.16,8,,
17244,heritiere,2.7,9,,
17245,heritiers,3.18,9,,
17246,hermaphrodites,0.21,14,,
17247,hermetique,1.96,10,,
17248,hermetiquement,1.55,14,,
17249,hermetiques,1.15,11,,
17250,hermetisme,0.2,10,,
17251,hernie,0.61,6,,
17252,hero,1.35,4,,
17253,heroine,7.23,7,,
17254,heroines,1.89,8,,
17255,heroique,7.57,8,,
17256,heroiques,3.72,9,,
17257,heroisme,5.95,8,,
17258,heron,1.08,5,,
17259,herons,1.28,6,,
17260,heros,43.65,5,,
17261,herse,1.69,5,,
17262,hesita,36.15,6,,
17263,hesitai,4.26,7,,
17264,hesitaient,3.11,10,,
17265,hesitais,3.38,8,,
17266,hesitait,15.07,8,,
17267,hesitant,10.14,8,,
17268,hesitante,5.88,9,,
17269,hesitants,1.69,9,,
17270,hesitat,0.2,7,,
17271,hesitation,19.8,10,,
17272,hesitations,5.34,11,,
17273,hesite,29.59,6,,
17274,hesitent,2.3,8,,
17275,hesiter,16.28,7,,
17276,hesiterai,0.2,9,,
17277,hesiteraient,0.41,12,,
17278,hesiterais,0.61,10,,
17279,hesiterions,0.07,11,,
17280,hesites,0.47,7,,
17281,hesitez,1.89,7,,
17282,hetero,0.95,6,,
17283,heteroclite,2.57,11,,
17284,heteroclites,2.16,12,,
17285,heterosexuel,1.49,12,,
17286,heterosexuels,1.15,13,,
17287,hetre,3.38,5,,
17288,hetres,6.82,6,,
17289,heure,439.86,5,,
17290,heures,484.19,6,,
17291,heureuse,58.11,8,,
17292,heureusement,51.35,12,,
17293,heureuses,6.96,9,,
17294,heureux,130.61,7,,
17295,heurt,2.84,5,,
17296,heurta,5.14,6,,
17297,heurtaient,2.36,10,,
17298,heurtait,4.32,8,,
17299,heurtant,4.19,8,,
17300,heurte,9.05,6,,
17301,heurtent,1.96,8,,
17302,heurter,7.5,7,,
17303,heurts,3.31,6,,
17304,hibernation,0.27,11,,
17305,hibiscus,1.08,8,,
17306,hibou,2.36,5,,
17307,hic,2.91,3,,
17308,hideuse,2.7,7,,
17309,hideuses,1.28,8,,
17310,hideux,5.27,6,,
17311,hier,92.64,4,,
17312,hierarchie,8.65,10,,
17313,hierarchies,1.22,11,,
17314,hierarchique,1.28,12,,
17315,hierarchisation,0.07,15,,
17316,hierarchises,0.14,12,,
17317,hieratique,1.22,10,,
17318,hieroglyphes,1.28,12,,
17319,hilarant,0.2,8,,
17320,hilare,6.15,6,,
17321,hilares,2.57,7,,
17322,hilarite,4.05,8,,
17323,hindous,1.01,7,,
17324,hippie,0.21,6,,
17325,hippies,0.28,7,,
17326,hippique,1.42,8,,
17327,hippiques,1.49,9,,
17328,hirondelle,3.24,10,,
17329,hirondelles,6.42,11,,
17330,hirsute,3.78,7,,
17331,hirsutes,1.82,8,,
17332,hissa,2.3,5,,
17333,hissait,2.09,7,,
17334,hissant,1.62,7,,
17335,hisse,5.35,5,,
17336,hissee,1.28,6,,
17337,hisser,6.22,6,,
17338,histoire,292.23,8,,
17339,histoires,67.3,9,,
17340,historien,3.11,9,,
17341,historiens,2.84,10,,
17342,historique,12.43,10,,
17343,historiques,6.62,11,,
17344,hiver,96.28,5,,
17345,hiverne,0.14,7,,
17346,hivers,3.24,6,,
17347,hocha,14.12,5,,
17348,hochaient,1.15,9,,
17349,hochais,0.27,7,,
17350,hochait,5.27,7,,
17351,hochant,8.38,7,,
17352,hoche,8.58,5,,
17353,hochement,3.78,9,,
17354,hochements,1.89,10,,
17355,hocher,1.42,6,,
17356,hochet,1.01,6,,
17357,hochets,1.22,7,,
17358,hollandais,6.01,10,,
17359,hollandaise,2.23,11,,
17360,holocauste,0.95,10,,
17361,homard,3.51,6,,
17362,homards,1.82,7,,
17363,homicide,1.21,8,,
17364,hommage,13.31,7,,
17365,hommages,3.38,8,,
17366,homme,852.23,5,,
17367,hommes,546.62,6,,
17368,homo,1.15,4,,
17369,homogene,2.43,8,,
17370,homologue,0.28,9,,
17371,homos,0.2,5,,
17372,homosexualite,2.57,13,,
17373,homosexuel,3.65,10,,
17374,homosexuels,3.11,11,,
17375,honnete,20.2,7,,
17376,honnetement,4.73,11,,
17377,honnetes,8.04,8,,
17378,honnetete,6.42,9,,
17379,honneur,87.64,7,,
17380,honneurs,9.73,8,,
17381,honorabilite,1.15,12,,
17382,honorable,8.24,9,,
17383,honorablement,1.55,13,,
17384,honorables,2.57,10,,
17385,honoraires,1.63,10,,
17386,honorait,1.49,8,,
17387,honore,4.46,6,,
17388,honorer,5.07,7,,
17389,honores,0.88,7,,
17390,honorez,0.07,7,,
17391,honte,82.64,5,,
17392,honteuse,6.89,8,,
17393,honteusement,2.43,12,,
17394,honteuses,2.36,9,,
17395,honteux,13.04,7,,
17396,hopital,50.41,7,,
17397,hopitaux,4.53,8,,
17398,hoquet,4.32,6,,
17399,hoqueta,1.55,7,,
17400,hoquetait,1.15,9,,
17401,hoquetant,1.35,9,,
17402,hoqueter,0.41,8,,
17403,hoquetons,0.07,9,,
17404,hoquets,3.58,7,,
17405,horaire,4.66,7,,
17406,horaires,5.47,8,,
17407,horde,3.78,5,,
17408,hordes,3.24,6,,
17409,horizon,61.08,7,,
17410,horizons,5.07,8,,
17411,horizontal,2.84,10,,
17412,horizontale,6.62,11,,
17413,horizontalement,1.96,15,,
17414,horizontales,2.36,12,,
17415,horizontaux,1.69,11,,
17416,horloge,13.99,7,,
17417,horloger,2.43,8,,
17418,horlogerie,1.08,10,,
17419,horloges,2.5,8,,
17420,hormis,5.74,6,,
17421,hormones,0.47,8,,
17422,horoscope,1.28,9,,
17423,horreur,61.35,7,,
17424,horreurs,8.11,8,,
17425,horrible,20.74,8,,
17426,horriblement,4.53,12,,
17427,horribles,4.73,9,,
17428,horrifiant,1.15,10,,
17429,horrifie,2.23,8,,
17430,horrifierent,0.07,12,,
17431,horripilee,0.2,10,,
17432,hors,92.43,4,,
17433,hortensias,1.69,10,,
17434,hospice,6.28,7,,
17435,hospices,0.68,8,,
17436,hospitalier,1.29,11,,
17437,hospitalise,1.01,11,,
17438,hospitalite,3.85,11,,
17439,hostie,3.45,6,,
17440,hosties,0.41,7,,
17441,hostile,15.47,7,,
17442,hostiles,5.68,8,,
17443,hostilite,11.89,9,,
17444,hostilites,3.92,10,,
17445,hote,10.81,4,,
17446,hotel,143.78,5,,
17447,hotelier,1.69,8,,
17448,hotellerie,1.76,10,,
17449,hotels,15.14,6,,
17450,hotes,9.39,5,,
17451,hotesse,7.43,7,,
17452,hotesses,0.88,8,,
17453,hotte,2.43,5,,
17454,houle,8.85,5,,
17455,houles,1.22,6,,
17456,houleuse,1.35,8,,
17457,houppette,2.09,9,,
17458,hourra,1.55,6,,
17459,houspilla,0.07,9,,
17460,houspiller,0.81,10,,
17461,housse,3.11,6,,
17462,housses,2.57,7,,
17463,houx,1.28,4,,
17464,hublot,4.66,6,,
17465,hublots,3.11,7,,
17466,hue,2.23,3,,
17467,huee,0.07,4,,
17468,huees,1.49,5,,
17469,huer,0.27,4,,
17470,huile,37.78,5,,
17471,huilee,1.62,6,,
17472,huilent,0.07,7,,
17473,huiles,1.96,6,,
17474,huileuse,1.89,8,,
17475,huileux,1.82,7,,
17476,huissier,3.72,8,,
17477,huissiers,2.23,9,,
17478,huit,102.5,4,,
17479,huitaine,1.01,8,,
17480,huitieme,4.39,8,,
17481,huitre,2.7,6,,
17482,huitres,4.93,7,,
17483,hululement,1.22,10,,
17484,huma,1.49,4,,
17485,humain,42.9,6,,
17486,humaine,48.51,7,,
17487,humaines,15.07,8,,
17488,humains,23.38,7,,
17489,humais,0.07,6,,
17490,humait,1.28,6,,
17491,humanisees,0.14,10,,
17492,humanisme,2.3,9,,
17493,humanistes,0.61,10,,
17494,humanitaire,1.22,11,,
17495,humanite,23.85,8,,
17496,humant,1.69,6,,
17497,humble,12.84,6,,
17498,humblement,3.65,10,,
17499,humbles,5.61,7,,
17500,humecta,0.27,7,,
17501,humecter,1.01,8,,
17502,humer,1.76,5,,
17503,humeur,52.57,6,,
17504,humeurs,5.47,7,,
17505,humide,38.24,6,,
17506,humides,15.07,7,,
17507,humidificateur,0.07,14,,
17508,humidite,14.86,8,,
17509,humiliant,2.7,9,,
17510,humiliation,10.68,11,,
17511,humiliations,2.97,12,,
17512,humilie,6.49,7,,
17513,humiliee,2.97,8,,
17514,humilier,4.32,8,,
17515,humilite,11.96,8,,
17516,humoriste,0.48,9,,
17517,humoristes,0.48,10,,
17518,humour,16.76,6,,
17519,humus,5.74,5,,
17520,hurla,13.78,5,,
17521,hurlai,1.08,6,,
17522,hurlaient,3.38,9,,
17523,hurlait,10.54,7,,
17524,hurlant,15.87,7,,
17525,hurlante,2.03,8,,
17526,hurlantes,1.01,9,,
17527,hurle,24.39,5,,
17528,hurlement,9.86,9,,
17529,hurlements,11.08,10,,
17530,hurlent,2.36,7,,
17531,hurler,17.23,6,,
17532,hurlerent,1.01,9,,
17533,hurricane,0.27,9,,
17534,hutte,4.93,5,,
17535,huttes,2.91,6,,
17536,hydraulique,1.08,11,,
17537,hydravion,0.27,9,,
17538,hydrogene,0.88,9,,
17539,hyene,1.76,5,,
17540,hyenes,0.68,6,,
17541,hygiene,6.28,7,,
17542,hygienique,2.84,10,,
17543,hygieniques,1.28,11,,
17544,hymne,6.69,5,,
17545,hymnes,2.03,6,,
17546,hyperemotivite,0.07,14,,
17547,hypertrophiee,0.14,13,,
17548,hypertrophies,0.21,13,,
17549,hypnose,1.22,7,,
17550,hypnotise,1.22,9,,
17551,hypnotiser,0.27,10,,
17552,hypocrisie,5.47,10,,
17553,hypocrite,6.22,9,,
17554,hypocritement,1.69,13,,
17555,hypocrites,3.18,10,,
17556,hypotheque,0.95,10,,
17557,hypotheques,1.08,11,,
17558,hypothese,12.91,9,,
17559,hypotheses,3.92,10,,
17560,hypothetique,1.62,12,,
17561,hysterie,3.31,8,,
17562,hysterique,4.46,10,,
17563,hysteriques,2.1,11,,
17564,iceberg,1.08,7,,
17565,ici,483.65,3,,
17566,icone,2.16,5,,
17567,icones,2.57,6,,
17568,iconoclaste,0.61,11,,
17569,ideal,19.25,5,,
17570,ideale,7.03,6,,
17571,idealement,1.22,10,,
17572,ideales,1.15,7,,
17573,idealisme,1.82,9,,
17574,idealiste,2.03,9,,
17575,ideaux,0.94,6,,
17576,idee,241.08,4,,
17577,idees,87.36,5,,
17578,idem,2.64,4,,
17579,identifiables,1.01,13,,
17580,identifiait,1.55,11,,
17581,identification,1.76,14,,
17582,identifie,4.26,9,,
17583,identifiee,0.68,10,,
17584,identifier,8.45,10,,
17585,identifies,0.47,10,,
17586,identique,8.04,9,,
17587,identiques,7.36,10,,
17588,identite,22.64,8,,
17589,identites,1.55,9,,
17590,ideologie,2.97,9,,
17591,ideologies,1.08,10,,
17592,ideologique,1.89,11,,
17593,idiot,34.06,5,,
17594,idiote,11.62,6,,
17595,idiotes,2.57,7,,
17596,idiotie,1.96,7,,
17597,idioties,1.01,8,,
17598,idiots,7.03,6,,
17599,idole,6.35,5,,
17600,idoles,3.72,6,,
17601,idylle,2.7,6,,
17602,idyllique,1.35,9,,
17603,ignares,0.88,7,,
17604,ignifugee,0.07,9,,
17605,ignoble,9.19,7,,
17606,ignobles,3.11,8,,
17607,ignominie,3.18,9,,
17608,ignominies,0.54,10,,
17609,ignominieuse,0.54,12,,
17610,ignominieuses,0.07,13,,
17611,ignora,1.49,6,,
17612,ignoraient,4.46,10,,
17613,ignorais,10.61,8,,
17614,ignorait,26.01,8,,
17615,ignorance,16.35,9,,
17616,ignorant,10.2,8,,
17617,ignorante,1.96,9,,
17618,ignorants,2.84,9,,
17619,ignore,27.83,6,,
17620,ignoree,1.82,7,,
17621,ignorent,5.07,8,,
17622,ignorer,16.89,7,,
17623,ignores,1.42,7,,
17624,ignorez,2.5,7,,
17625,ignoriez,0.61,8,,
17626,ignorions,1.49,9,,
17627,ignorons,1.28,8,,
17628,il,15832.16,2,,
17629,ile,83.58,3,,
17630,iles,24.66,4,,
17631,illegal,0.88,7,,
17632,illegale,0.47,8,,
17633,illegalement,0.2,12,,
17634,illegales,0.41,9,,
17635,illegitime,0.61,10,,
17636,illettres,0.41,9,,
17637,illico,7.16,6,,
17638,illimite,1.49,8,,
17639,illimitee,1.69,9,,
17640,illisible,5.68,9,,
17641,illisibles,1.08,10,,
17642,illumina,2.57,8,,
17643,illuminaient,1.35,12,,
17644,illuminait,3.11,10,,
17645,illuminant,1.35,10,,
17646,illumination,3.11,12,,
17647,illuminations,1.08,13,,
17648,illumine,10.41,8,,
17649,illuminee,4.67,9,,
17650,illuminees,1.89,10,,
17651,illuminer,1.08,9,,
17652,illumines,2.63,9,,
17653,illusion,30.27,8,,
17654,illusionnistes,0.07,14,,
17655,illusions,17.09,9,,
17656,illusoire,4.59,9,,
17657,illusoires,1.22,10,,
17658,illustrant,1.15,10,,
17659,illustration,4.86,12,,
17660,illustrations,3.04,13,,
17661,illustre,12.56,8,,
17662,illustrer,3.18,9,,
17663,illustres,8.38,9,,
17664,ilot,6.49,4,,
17665,ilots,4.19,5,,
17666,ils,2809.53,3,,
17667,image,120.74,5,,
17668,imagerie,1.89,8,,
17669,imageries,0.2,9,,
17670,images,69.53,6,,
17671,imagiers,0.74,8,,
17672,imagina,8.78,7,,
17673,imaginable,1.08,10,,
17674,imaginables,1.28,11,,
17675,imaginai,3.72,8,,
17676,imaginaient,2.91,11,,
17677,imaginaire,15.47,10,,
17678,imaginaires,7.1,11,,
17679,imaginais,19.66,9,,
17680,imaginait,27.84,9,,
17681,imaginant,7.84,9,,
17682,imaginatif,1.35,10,,
17683,imagination,45.81,11,,
17684,imaginations,2.77,12,,
17685,imagine,71.96,7,,
17686,imaginee,2.77,8,,
17687,imaginees,1.01,9,,
17688,imaginent,4.46,9,,
17689,imaginer,64.26,8,,
17690,imagines,9.46,8,,
17691,imaginez,10.54,8,,
17692,imaginions,1.55,10,,
17693,imaginons,0.74,9,,
17694,imbattable,2.03,10,,
17695,imbecile,31.35,8,,
17696,imbeciles,12.84,9,,
17697,imbecillite,2.23,11,,
17698,imbecillites,0.47,12,,
17699,imbiba,0.14,6,,
17700,imbibant,0.41,8,,
17701,imbibe,2.97,6,,
17702,imbibee,1.56,7,,
17703,imbroglio,1.55,9,,
17704,imita,3.51,5,,
17705,imitai,0.07,6,,
17706,imitait,4.12,7,,
17707,imitant,7.64,7,,
17708,imitation,5.68,9,,
17709,imitations,1.62,10,,
17710,imite,7.37,5,,
17711,imiter,12.97,6,,
17712,imiterent,1.08,9,,
17713,imitons,0.14,7,,
17714,immacule,2.84,8,,
17715,immaculee,3.85,9,,
17716,immaculees,1.08,10,,
17717,immacules,1.62,9,,
17718,immanquablement,3.24,15,,
17719,immateriel,1.76,10,,
17720,immaterielle,1.49,12,,
17721,immatriculation,0.88,15,,
17722,immature,0.2,8,,
17723,immediat,13.85,8,,
17724,immediate,10.61,9,,
17725,immediatement,42.64,13,,
17726,immediates,1.96,10,,
17727,immediats,2.43,9,,
17728,immemorial,1.89,10,,
17729,immemoriale,1.15,11,,
17730,immemoriales,1.01,12,,
17731,immense,83.99,7,,
17732,immensement,2.3,11,,
17733,immenses,22.91,8,,
17734,immensite,7.97,9,,
17735,immersion,1.15,9,,
17736,immeuble,51.76,8,,
17737,immeubles,18.45,9,,
17738,immigrai,0.07,8,,
17739,immigrants,0.68,10,,
17740,immigration,0.81,11,,
17741,immigres,3.11,8,,
17742,imminence,3.38,9,,
17743,imminent,2.03,8,,
17744,imminente,4.73,9,,
17745,immobile,87.5,8,,
17746,immobiles,28.92,9,,
17747,immobilier,3.38,10,,
17748,immobiliere,0.81,11,,
17749,immobiliers,0.61,11,,
17750,immobilisa,8.24,10,,
17751,immobilisait,2.23,12,,
17752,immobilisant,1.83,12,,
17753,immobilise,6.49,10,,
17754,immobilisee,2.84,11,,
17755,immobiliser,2.91,11,,
17756,immobiliserent,1.15,14,,
17757,immobilises,2.16,11,,
17758,immobilite,21.62,10,,
17759,immoderes,0.2,9,,
17760,immolations,0.07,11,,
17761,immolee,0.07,7,,
17762,immoler,0.2,7,,
17763,immonde,4.12,7,,
17764,immondes,2.16,8,,
17765,immondice,0.14,9,,
17766,immondices,2.23,10,,
17767,immoral,0.81,7,,
17768,immoralisme,0.2,11,,
17769,immoralite,0.61,10,,
17770,immortalite,4.46,11,,
17771,immortel,2.44,8,,
17772,immortelle,2.16,10,,
17773,immortels,1.42,9,,
17774,immuable,7.84,8,,
17775,immuables,1.96,9,,
17776,immunisait,0.14,10,,
17777,immunise,0.2,8,,
17778,immunitaire,0.2,11,,
17779,immunite,1.42,8,,
17780,impact,2.3,6,,
17781,impair,1.83,6,,
17782,impalpable,3.72,10,,
17783,impalpables,1.55,11,,
17784,impardonnable,2.7,13,,
17785,imparfait,2.5,9,,
17786,imparfaite,1.22,10,,
17787,imparfaits,1.22,10,,
17788,impasse,9.19,7,,
17789,impasses,1.28,8,,
17790,impassibilite,2.43,13,,
17791,impassible,9.66,10,,
17792,impassibles,1.82,11,,
17793,impatiemment,2.5,12,,
17794,impatience,33.11,10,,
17795,impatient,9.73,9,,
17796,impatienta,1.28,10,,
17797,impatientaient,0.47,14,,
17798,impatientait,2.43,12,,
17799,impatientant,0.14,12,,
17800,impatiente,7.58,10,,
17801,impatients,3.18,10,,
17802,impeccable,8.24,10,,
17803,impeccablement,2.64,14,,
17804,impeccables,1.82,11,,
17805,impenetrable,4.66,12,,
17806,impenetrables,2.23,13,,
17807,impensable,2.23,10,,
17808,imper,2.5,5,,
17809,imperatif,3.37,9,,
17810,imperatifs,1.63,10,,
17811,imperative,1.35,10,,
17812,imperatrice,6.08,11,,
17813,imperceptible,12.16,13,,
17814,imperceptibles,3.11,14,,
17815,imperfections,1.08,13,,
17816,imperial,7.64,8,,
17817,imperiale,8.38,9,,
17818,imperiales,2.16,10,,
17819,imperialisme,1.35,12,,
17820,imperiaux,1.62,9,,
17821,imperieuse,4.66,10,,
17822,imperieusement,1.69,14,,
17823,imperieux,6.55,9,,
17824,imperissable,1.55,12,,
17825,impermeable,11.76,11,,
17826,impermeables,1.83,12,,
17827,impersonnel,1.82,11,,
17828,impersonnelle,2.43,13,,
17829,impersonnels,0.47,12,,
17830,impertinence,1.35,12,,
17831,impertinences,0.34,13,,
17832,imperturbable,5.54,13,,
17833,impetueux,2.03,9,,
17834,impie,1.69,5,,
17835,impies,1.55,6,,
17836,impitoyable,8.18,11,,
17837,impitoyablement,1.82,15,,
17838,impitoyables,2.5,12,,
17839,implacabilite,0.07,13,,
17840,implacable,9.46,10,,
17841,implacables,1.08,11,,
17842,implante,0.47,8,,
17843,implanter,0.95,9,,
17844,implants,0.14,8,,
17845,implication,0.27,11,,
17846,implications,0.74,12,,
17847,implicite,1.08,9,,
17848,implicitement,1.15,13,,
17849,impliquait,2.91,10,,
17850,impliquant,1.08,10,,
17851,implique,5.27,8,,
17852,impliquee,0.34,9,,
17853,impliquent,0.61,10,,
17854,impliquer,0.47,9,,
17855,impliques,0.41,9,,
17856,implora,1.08,7,,
17857,implorait,1.15,9,,
17858,implorant,2.37,9,,
17859,implorante,1.15,10,,
17860,implorantes,0.2,11,,
17861,implore,1.28,7,,
17862,implorer,1.76,8,,
17863,impoli,0.67,6,,
17864,impolie,0.34,7,,
17865,impolitesse,0.81,11,,
17866,import,0.14,6,,
17867,importaient,1.35,11,,
17868,importait,15.68,9,,
17869,importance,75.54,10,,
17870,important,52.29,9,,
17871,importante,18.31,10,,
17872,importantes,8.99,11,,
17873,importants,10.21,10,,
17874,importation,1.01,11,,
17875,importations,1.22,12,,
17876,importe,151.08,7,,
17877,importent,1.76,9,,
17878,importes,0.47,8,,
17879,importun,2.02,8,,
17880,importune,0.47,9,,
17881,importuner,0.95,10,,
17882,imposa,3.72,6,,
17883,imposaient,2.5,10,,
17884,imposait,14.66,8,,
17885,imposant,6.63,8,,
17886,imposante,4.39,9,,
17887,impose,20.07,6,,
17888,imposee,5.41,7,,
17889,imposees,1.96,8,,
17890,imposent,4.12,8,,
17891,imposer,19.53,7,,
17892,imposerait,1.08,10,,
17893,impossibilite,7.16,13,,
17894,impossible,101.22,10,,
17895,impossibles,6.36,11,,
17896,imposteur,1.42,9,,
17897,imposteurs,0.54,10,,
17898,imposture,3.18,9,,
17899,impot,1.76,5,,
17900,impots,4.8,6,,
17901,imprecations,3.04,12,,
17902,imprecis,2.77,8,,
17903,imprecise,2.97,9,,
17904,imprecises,1.62,10,,
17905,impregnaient,0.61,12,,
17906,impregnait,1.96,10,,
17907,impregne,7.03,8,,
17908,impregnee,2.29,9,,
17909,impregnees,1.35,10,,
17910,impregner,2.36,9,,
17911,impregnes,1.89,9,,
17912,imprenable,1.82,10,,
17913,impresario,3.25,10,,
17914,impression,146.28,10,,
17915,impressionna,1.49,12,,
17916,impressionnait,2.84,14,,
17917,impressionnant,5.06,14,,
17918,impressionnante,3.78,15,,
17919,impressionne,9.46,12,,
17920,impressionnee,1.89,13,,
17921,impressionner,4.66,13,,
17922,impressionnes,1.55,13,,
17923,impressions,8.99,11,,
17924,imprevisible,7.3,12,,
17925,imprevisibles,5.14,13,,
17926,imprevu,8.31,7,,
17927,imprevue,3.18,8,,
17928,imprevus,2.03,8,,
17929,imprimait,2.23,9,,
17930,imprime,10.88,7,,
17931,imprimee,4.05,8,,
