,word,pron,phono,segm,pseg,gpmatch
6257,méchancetés,meS@ste,me.S@s.te,.m.é.ch.an.c.e.t.é.s,.m.e.S.@.s.#.t.e.#,(m-m.é-e.ch-S.an-@.c-s.e-#.t-t.é-e.s-#)
6258,méchant,meS@,me.S@,.m.é.ch.an.t,.m.e.S.@.#,(m-m.é-e.ch-S.an-@.t-#)
6259,méchant,meS@,me.S@,.m.é.ch.an.t,.m.e.S.@.#,(m-m.é-e.ch-S.an-@.t-#)
6260,méchante,meS@t,me.S@t,.m.é.ch.an.t.e,.m.e.S.@.t.#,(m-m.é-e.ch-S.an-@.t-t.e-#)
6261,méchantes,meS@t,me.S@t,.m.é.ch.an.t.e.s,.m.e.S.@.t.#.#,(m-m.é-e.ch-S.an-@.t-t.e-#.s-#)
6262,méchants,meS@,me.S@,.m.é.ch.an.t.s,.m.e.S.@.#.#,(m-m.é-e.ch-S.an-@.t-#.s-#)
6263,mèche,mES,mES,.m.è.ch.e,.m.E.S.#,(m-m.è-E.ch-S.e-#)
6264,mèches,mES,mES,.m.è.ch.e.s,.m.E.S.#.#,(m-m.è-E.ch-S.e-#.s-#)
6265,mécontent,mek§t@,me.k§.t@,.m.é.c.on.t.en.t,.m.e.k.§.t.@.#,(m-m.é-e.c-k.on-§.t-t.en-@.t-#)
6266,médaille,medaj,me.daj,.m.é.d.a.ill.e,.m.e.d.a.j.#,(m-m.é-e.d-d.a-a.ill-j.e-#)
6267,médaillon,medaj§,me.da.j§,.m.é.d.a.ill.on,.m.e.d.a.j.§,(m-m.é-e.d-d.a-a.ill-j.on-§)
6268,médecin,mEds5,mEd.s5,.m.é.d.e.c.in,.m.E.d.#.s.5,(m-m.é-E.d-d.e-#.c-s.in-5)
6269,médecine,mEdsin,mEd.sin,.m.é.d.e.c.i.n.e,.m.E.d.#.s.i.n.#,(m-m.é-E.d-d.e-#.c-s.i-i.n-n.e-#)
6270,médecins,mEds5,mEd.s5,.m.é.d.e.c.in.s,.m.E.d.#.s.5.#,(m-m.é-E.d-d.e-#.c-s.in-5.s-#)
6271,médicale,medikal,me.di.kal,.m.é.d.i.c.a.l.e,.m.e.d.i.k.a.l.#,(m-m.é-e.d-d.i-i.c-k.a-a.l-l.e-#)
6272,médicament,medikam@,me.di.ka.m@,.m.é.d.i.c.a.m.en.t,.m.e.d.i.k.a.m.@.#,(m-m.é-e.d-d.i-i.c-k.a-a.m-m.en-@.t-#)
6273,médicaments,medikam@,me.di.ka.m@,.m.é.d.i.c.a.m.en.t.s,.m.e.d.i.k.a.m.@.#.#,(m-m.é-e.d-d.i-i.c-k.a-a.m-m.en-@.t-#.s-#)
6274,méditerranée,mediteRane,me.di.te.Ra.ne,.m.é.d.i.t.e.rr.a.n.é.e,.m.e.d.i.t.e.R.a.n.e.#,(m-m.é-e.d-d.i-i.t-t.e-e.rr-R.a-a.n-n.é-e.e-#)
6275,médor,medoR,me.doR,.m.é.d.o.r,.m.e.d.o.R,(m-m.é-e.d-d.o-o.r-R)
6276,méfie,mefi,me.fi,.m.é.f.i.e,.m.e.f.i.#,(m-m.é-e.f-f.i-i.e-#)
6277,méfier,mefje,me.fje,.m.é.f.i.er,.m.e.f.j.e,(m-m.é-e.f-f.i-j.er-e)
6278,méfiez,mefje,me.fje,.m.é.f.i.ez,.m.e.f.j.e,(m-m.é-e.f-f.i-j.ez-e)
6279,meilleur,mEj9R,mE.j9R,.m.e.ill.eu.r,.m.E.j.9.R,(m-m.e-E.ill-j.eu-9.r-R)
6280,meilleur,mEj9R,mE.j9R,.m.e.ill.eu.r,.m.E.j.9.R,(m-m.e-E.ill-j.eu-9.r-R)
6281,meilleure,mEj9R,mE.j9R,.m.e.ill.eu.r.e,.m.E.j.9.R.#,(m-m.e-E.ill-j.eu-9.r-R.e-#)
6282,meilleure,mEj9R,mE.j9R,.m.e.ill.eu.r.e,.m.E.j.9.R.#,(m-m.e-E.ill-j.eu-9.r-R.e-#)
6283,meilleurs,mEj9R,mE.j9R,.m.e.ill.eu.r.s,.m.E.j.9.R.#,(m-m.e-E.ill-j.eu-9.r-R.s-#)
6284,mélange,mel@Z,me.l@Z,.m.é.l.an.g.e,.m.e.l.@.Z.#,(m-m.é-e.l-l.an-@.g-Z.e-#)
6285,mélange,mel@Z,me.l@Z,.m.é.l.an.g.e,.m.e.l.@.Z.#,(m-m.é-e.l-l.an-@.g-Z.e-#)
6286,mélangeant,mel@Z@,me.l@.Z@,.m.é.l.an.ge.an.t,.m.e.l.@.Z.@.#,(m-m.é-e.l-l.an-@.ge-Z.an-@.t-#)
6287,mélangées,mel@Ze,me.l@.Ze,.m.é.l.an.g.é.e.s,.m.e.l.@.Z.e.#.#,(m-m.é-e.l-l.an-@.g-Z.é-e.e-#.s-#)
6288,mélangées,mel@Ze,me.l@.Ze,.m.é.l.an.g.é.e.s,.m.e.l.@.Z.e.#.#,(m-m.é-e.l-l.an-@.g-Z.é-e.e-#.s-#)
6289,mélanges,mel@Z,me.l@Z,.m.é.l.an.g.e.s,.m.e.l.@.Z.#.#,(m-m.é-e.l-l.an-@.g-Z.e-#.s-#)
6290,mélangez,mel@Ze,me.l@.Ze,.m.é.l.an.g.ez,.m.e.l.@.Z.e,(m-m.é-e.l-l.an-@.g-Z.ez-e)
6291,mélanie,melani,me.la.ni,.m.é.l.a.n.i.e,.m.e.l.a.n.i.#,(m-m.é-e.l-l.a-a.n-n.i-i.e-#)
6292,mélissa,melisa,me.li.sa,.m.é.l.i.ss.a,.m.e.l.i.s.a,(m-m.é-e.l-l.i-i.ss-s.a-a)
6293,mélodie,melodi,me.lo.di,.m.é.l.o.d.i.e,.m.e.l.o.d.i.#,(m-m.é-e.l-l.o-o.d-d.i-i.e-#)
6294,mélodieuse,melodj2z,me.lo.dj2z,.m.é.l.o.d.i.eu.s.e,.m.e.l.o.d.j.2.z.#,(m-m.é-e.l-l.o-o.d-d.i-j.eu-2.s-z.e-#)
6295,melon,m*l§,m*.l§,.m.e.l.on,.m.*.l.§,(m-m.e-*.l-l.on-§)
6296,melons,m*l§,m*.l§,.m.e.l.on.s,.m.*.l.§.#,(m-m.e-*.l-l.on-§.s-#)
6297,membres,m@bR*,m@.bR*,.m.em.b.r.e.s,.m.@.b.R.*.#,(m-m.em-@.b-b.r-R.e-*.s-#)
6298,même,mEm,mEm,.m.ê.m.e,.m.E.m.#,(m-m.ê-E.m-m.e-#)
6299,même,mEm,mEm,.m.ê.m.e,.m.E.m.#,(m-m.ê-E.m-m.e-#)
6300,même,mEm,mEm,.m.ê.m.e,.m.E.m.#,(m-m.ê-E.m-m.e-#)
6301,mémé,meme,me.me,.m.é.m.é,.m.e.m.e,(m-m.é-e.m-m.é-e)
6302,mêmes,mEm,mEm,.m.ê.m.e.s,.m.E.m.#.#,(m-m.ê-E.m-m.e-#.s-#)
6303,menaçait,m*nasE,m*.na.sE,.m.e.n.a.ç.ai.t,.m.*.n.a.s.E.#,(m-m.e-*.n-n.a-a.ç-s.ai-E.t-#)
6304,menaçants,m*nas@,m*.na.s@,.m.e.n.a.ç.an.t.s,.m.*.n.a.s.@.#.#,(m-m.e-*.n-n.a-a.ç-s.an-@.t-#.s-#)
6305,ménage,menaZ,me.naZ,.m.é.n.a.g.e,.m.e.n.a.Z.#,(m-m.é-e.n-n.a-a.g-Z.e-#)
6306,ménagerie,menaZRi,me.naZ.Ri,.m.é.n.a.g.e.r.i.e,.m.e.n.a.Z.#.R.i.#,(m-m.é-e.n-n.a-a.g-Z.e-#.r-R.i-i.e-#)
6307,menait,m*nE,m*.nE,.m.e.n.ai.t,.m.*.n.E.#,(m-m.e-*.n-n.ai-E.t-#)
6308,mendiant,m@dj@,m@.dj@,.m.en.d.i.an.t,.m.@.d.j.@.#,(m-m.en-@.d-d.i-j.an-@.t-#)
6309,mendiant,m@dj@,m@.dj@,.m.en.d.i.an.t,.m.@.d.j.@.#,(m-m.en-@.d-d.i-j.an-@.t-#)
6310,mène,mEn,mEn,.m.è.n.e,.m.E.n.#,(m-m.è-E.n-n.e-#)
6311,mené,m*ne,m*.ne,.m.e.n.é,.m.*.n.e,(m-m.e-*.n-n.é-e)
6312,mener,m*ne,m*.ne,.m.e.n.er,.m.*.n.e,(m-m.e-*.n-n.er-e)
6313,menotte,m*not,m*.not,.m.e.n.o.tt.e,.m.*.n.o.t.#,(m-m.e-*.n-n.o-o.tt-t.e-#)
6314,menottes,m*not,m*.not,.m.e.n.o.tt.e.s,.m.*.n.o.t.#.#,(m-m.e-*.n-n.o-o.tt-t.e-#.s-#)
6315,mensonge,m@s§Z,m@.s§Z,.m.en.s.on.g.e,.m.@.s.§.Z.#,(m-m.en-@.s-s.on-§.g-Z.e-#)
6316,mensonges,m@s§Z,m@.s§Z,.m.en.s.on.g.e.s,.m.@.s.§.Z.#.#,(m-m.en-@.s-s.on-§.g-Z.e-#.s-#)
6317,ment,m@,m@,.m.en.t,.m.@.#,(m-m.en-@.t-#)
6318,menteur,m@t9R,m@.t9R,.m.en.t.eu.r,.m.@.t.9.R,(m-m.en-@.t-t.eu-9.r-R)
6319,menteur,m@t9R,m@.t9R,.m.en.t.eu.r,.m.@.t.9.R,(m-m.en-@.t-t.eu-9.r-R)
6320,menteuse,m@t2z,m@.t2z,.m.en.t.eu.s.e,.m.@.t.2.z.#,(m-m.en-@.t-t.eu-2.s-z.e-#)
6321,menthe,m@t,m@t,.m.en.th.e,.m.@.t.#,(m-m.en-@.th-t.e-#)
6322,menti,m@ti,m@.ti,.m.en.t.i,.m.@.t.i,(m-m.en-@.t-t.i-i)
6323,mentir,m@tiR,m@.tiR,.m.en.t.i.r,.m.@.t.i.R,(m-m.en-@.t-t.i-i.r-R)
6324,menton,m@t§,m@.t§,.m.en.t.on,.m.@.t.§,(m-m.en-@.t-t.on-§)
6325,menu,m*ny,m*.ny,.m.e.n.u,.m.*.n.y,(m-m.e-*.n-n.u-y)
6326,menu,m*ny,m*.ny,.m.e.n.u,.m.*.n.y,(m-m.e-*.n-n.u-y)
6327,menu,m*ny,m*.ny,.m.e.n.u,.m.*.n.y,(m-m.e-*.n-n.u-y)
6328,menuisier,m*n8izje,m*.n8i.zje,.m.e.n.u.i.s.i.er,.m.*.n.8.i.z.j.e,(m-m.e-*.n-n.u-8.i-i.s-z.i-j.er-e)
6329,menus,m*ny,m*.ny,.m.e.n.u.s,.m.*.n.y.#,(m-m.e-*.n-n.u-y.s-#)
6330,mer,mER,mER,.m.er,.m.ER,(m-m.er-ER)
6331,merci,mERsi,mER.si,.m.e.r.c.i,.m.E.R.s.i,(m-m.e-E.r-R.c-s.i-i)
6332,mercredi,mERkR*di,mER.kR*.di,.m.e.r.c.r.e.d.i,.m.E.R.k.R.*.d.i,(m-m.e-E.r-R.c-k.r-R.e-*.d-d.i-i)
6333,mercredis,mERkR*di,mER.kR*.di,.m.e.r.c.r.e.d.i.s,.m.E.R.k.R.*.d.i.#,(m-m.e-E.r-R.c-k.r-R.e-*.d-d.i-i.s-#)
6334,mère,mER,mER,.m.è.r.e,.m.E.R.#,(m-m.è-E.r-R.e-#)
6335,meringue,m*R5g,m*.R5g,.m.e.r.in.gu.e,.m.*.R.5.g.#,(m-m.e-*.r-R.in-5.gu-g.e-#)
6336,mérite,meRit,me.Rit,.m.é.r.i.t.e,.m.e.R.i.t.#,(m-m.é-e.r-R.i-i.t-t.e-#)
6337,mérité,meRite,me.Ri.te,.m.é.r.i.t.é,.m.e.R.i.t.e,(m-m.é-e.r-R.i-i.t-t.é-e)
6338,méritée,meRite,me.Ri.te,.m.é.r.i.t.é.e,.m.e.R.i.t.e.#,(m-m.é-e.r-R.i-i.t-t.é-e.e-#)
6339,mériterais,meRitRE,me.Ri.tRE,.m.é.r.i.t.e.r.ai.s,.m.e.R.i.t.#.R.E.#,(m-m.é-e.r-R.i-i.t-t.e-#.r-R.ai-E.s-#)
6340,merlan,mERl@,mER.l@,.m.e.r.l.an,.m.E.R.l.@,(m-m.e-E.r-R.l-l.an-@)
6341,merle,mERl*,mER.l*,.m.e.r.l.e,.m.E.R.l.*,(m-m.e-E.r-R.l-l.e-*)
6342,merles,mERl*,mER.l*,.m.e.r.l.e.s,.m.E.R.l.*.#,(m-m.e-E.r-R.l-l.e-*.s-#)
6343,merveille,mERvEj,mER.vEj,.m.e.r.v.e.ill.e,.m.E.R.v.E.j.#,(m-m.e-E.r-R.v-v.e-E.ill-j.e-#)
6344,merveilleuse,mERvEj2z,mER.vE.j2z,.m.e.r.v.e.ill.eu.s.e,.m.E.R.v.E.j.2.z.#,(m-m.e-E.r-R.v-v.e-E.ill-j.eu-2.s-z.e-#)
6345,merveilleuses,mERvEj2z,mER.vE.j2z,.m.e.r.v.e.ill.eu.s.e.s,.m.E.R.v.E.j.2.z.#.#,(m-m.e-E.r-R.v-v.e-E.ill-j.eu-2.s-z.e-#.s-#)
6346,merveilleux,mERvEj2,mER.vE.j2,.m.e.r.v.e.ill.eu.x,.m.E.R.v.E.j.2.#,(m-m.e-E.r-R.v-v.e-E.ill-j.eu-2.x-#)
6347,mes,mE,mE,.m.e.s,.m.E.#,(m-m.e-E.s-#)
6348,mésange,mez@Z,me.z@Z,.m.é.s.an.g.e,.m.e.z.@.Z.#,(m-m.é-e.s-z.an-@.g-Z.e-#)
6349,mésaventure,mezav@tyR,me.za.v@.tyR,.m.é.s.a.v.en.t.u.r.e,.m.e.z.a.v.@.t.y.R.#,(m-m.é-e.s-z.a-a.v-v.en-@.t-t.u-y.r-R.e-#)
6350,mesdames,mEdam,mE.dam,.m.e.s.d.a.m.e.s,.m.E.#.d.a.m.#.#,(m-m.e-E.s-#.d-d.a-a.m-m.e-#.s-#)
6351,message,mesaZ,me.saZ,.m.e.ss.a.g.e,.m.e.s.a.Z.#,(m-m.e-e.ss-s.a-a.g-Z.e-#)
6352,messages,mesaZ,me.saZ,.m.e.ss.a.g.e.s,.m.e.s.a.Z.#.#,(m-m.e-e.ss-s.a-a.g-Z.e-#.s-#)
6353,messieurs,mesj2,me.sj2,.m.e.ss.i.eu.r.s,.m.e.s.j.2.#.#,(m-m.e-e.ss-s.i-j.eu-2.r-#.s-#)
6354,mesure,m*zyR,m*.zyR,.m.e.s.u.r.e,.m.*.z.y.R.#,(m-m.e-*.s-z.u-y.r-R.e-#)
6355,mesure,m*zyR,m*.zyR,.m.e.s.u.r.e,.m.*.z.y.R.#,(m-m.e-*.s-z.u-y.r-R.e-#)
6356,mesuré,m*zyRe,m*.zy.Re,.m.e.s.u.r.é,.m.*.z.y.R.e,(m-m.e-*.s-z.u-y.r-R.é-e)
6357,mesurer,m*zyRe,m*.zy.Re,.m.e.s.u.r.er,.m.*.z.y.R.e,(m-m.e-*.s-z.u-y.r-R.er-e)
6358,mesurés,m*zyRe,m*.zy.Re,.m.e.s.u.r.é.s,.m.*.z.y.R.e.#,(m-m.e-*.s-z.u-y.r-R.é-e.s-#)
6359,met,mE,mE,.m.e.t,.m.E.#,(m-m.e-E.t-#)
6360,métal,metal,me.tal,.m.é.t.a.l,.m.e.t.a.l,(m-m.é-e.t-t.a-a.l-l)
6361,météo,meteO,me.te.O,.m.é.t.é.o,.m.e.t.e.O,(m-m.é-e.t-t.é-e.o-O)
6362,méthode,metod,me.tod,.m.é.th.o.d.e,.m.e.t.o.d.#,(m-m.é-e.th-t.o-o.d-d.e-#)
6363,métier,metje,me.tje,.m.é.t.i.er,.m.e.t.j.e,(m-m.é-e.t-t.i-j.er-e)
6364,métiers,metje,me.tje,.m.é.t.i.er.s,.m.e.t.j.e.#,(m-m.é-e.t-t.i-j.er-e.s-#)
6365,mètre,mEtR*,mE.tR*,.m.è.t.r.e,.m.E.t.R.*,(m-m.è-E.t-t.r-R.e-*)
6366,mètres,mEtR*,mE.tR*,.m.è.t.r.e.s,.m.E.t.R.*.#,(m-m.è-E.t-t.r-R.e-*.s-#)
6367,métropolitain,metRopolit5,me.tRo.po.li.t5,.m.é.t.r.o.p.o.l.i.t.ain,.m.e.t.R.o.p.o.l.i.t.5,(m-m.é-e.t-t.r-R.o-o.p-p.o-o.l-l.i-i.t-t.ain-5)
6368,mets,mE,mE,.m.e.t.s,.m.E.#.#,(m-m.e-E.t-#.s-#)
6369,mets,mE,mE,.m.e.t.s,.m.E.#.#,(m-m.e-E.t-#.s-#)
6370,mettaient,mEtE,mE.tE,.m.e.tt.ai.e.n.t,.m.E.t.E.#.#.#,(m-m.e-E.tt-t.ai-E.e-#.n-#.t-#)
6371,mettais,mEtE,mE.tE,.m.e.tt.ai.s,.m.E.t.E.#,(m-m.e-E.tt-t.ai-E.s-#)
6372,mettait,mEtE,mE.tE,.m.e.tt.ai.t,.m.E.t.E.#,(m-m.e-E.tt-t.ai-E.t-#)
6373,mettant,mEt@,mE.t@,.m.e.tt.an.t,.m.E.t.@.#,(m-m.e-E.tt-t.an-@.t-#)
6374,mettent,mEt,mEt,.m.e.tt.e.n.t,.m.E.t.#.#.#,(m-m.e-E.tt-t.e-#.n-#.t-#)
6375,mettez,mEte,mE.te,.m.e.tt.ez,.m.E.t.e,(m-m.e-E.tt-t.ez-e)
6376,mettra,mEtRa,mE.tRa,.m.e.tt.r.a,.m.E.t.R.a,(m-m.e-E.tt-t.r-R.a-a)
6377,mettras,mEtRa,mE.tRa,.m.e.tt.r.a.s,.m.E.t.R.a.#,(m-m.e-E.tt-t.r-R.a-a.s-#)
6378,mettre,mEtR*,mE.tR*,.m.e.tt.r.e,.m.E.t.R.*,(m-m.e-E.tt-t.r-R.e-*)
6379,mettrons,mEtR§,mE.tR§,.m.e.tt.r.on.s,.m.E.t.R.§.#,(m-m.e-E.tt-t.r-R.on-§.s-#)
6380,metz,mEs,mEs,.m.e.t.z,.m.E.s.#,(m-m.e-E.t-s.z-#)
6381,meuble,m9bl*,m9.bl*,.m.eu.b.l.e,.m.9.b.l.*,(m-m.eu-9.b-b.l-l.e-*)
6382,meubles,m9bl*,m9.bl*,.m.eu.b.l.e.s,.m.9.b.l.*.#,(m-m.eu-9.b-b.l-l.e-*.s-#)
6383,meugle,m2gl*,m2.gl*,.m.eu.g.l.e,.m.2.g.l.*,(m-m.eu-2.g-g.l-l.e-*)
6384,meule,m2l,m2l,.m.eu.l.e,.m.2.l.#,(m-m.eu-2.l-l.e-#)
6385,meurent,m9R,m9R,.m.eu.r.e.n.t,.m.9.R.#.#.#,(m-m.eu-9.r-R.e-#.n-#.t-#)
6386,meurtrières,m9RtRijER,m9R.tRi.jER,.m.eu.r.t.r.i.è.r.e.s,.m.9.R.t.R.ij.E.R.#.#,(m-m.eu-9.r-R.t-t.r-R.i-ij.è-E.r-R.e-#.s-#)
6387,mi,mi,mi,.m.i,.m.i,(m-m.i-i)
6388,miaula,mjOla,mjO.la,.m.i.au.l.a,.m.j.O.l.a,(m-m.i-j.au-O.l-l.a-a)
6389,miaulant,mjOl@,mjO.l@,.m.i.au.l.an.t,.m.j.O.l.@.#,(m-m.i-j.au-O.l-l.an-@.t-#)
6390,miaule,mjOl,mjOl,.m.i.au.l.e,.m.j.O.l.#,(m-m.i-j.au-O.l-l.e-#)
6391,miaulement,mjOlm@,mjOl.m@,.m.i.au.l.e.m.en.t,.m.j.O.l.#.m.@.#,(m-m.i-j.au-O.l-l.e-#.m-m.en-@.t-#)
6392,michel,miSEl,mi.SEl,.m.i.ch.e.l,.m.i.S.E.l,(m-m.i-i.ch-S.e-E.l-l)
6393,mickey,mikE,mi.kE,.m.i.ck.ey,.m.i.k.E,(m-m.i-i.ck-k.ey-E)
6394,micmac,mikmak,mik.mak,.m.i.c.m.a.c,.m.i.k.m.a.k,(m-m.i-i.c-k.m-m.a-a.c-k)
6395,micro,mikRO,mi.kRO,.m.i.c.r.o,.m.i.k.R.O,(m-m.i-i.c-k.r-R.o-O)
6396,microbe,mikRob,mi.kRob,.m.i.c.r.o.b.e,.m.i.k.R.o.b.#,(m-m.i-i.c-k.r-R.o-o.b-b.e-#)
6397,microbes,mikRob,mi.kRob,.m.i.c.r.o.b.e.s,.m.i.k.R.o.b.#.#,(m-m.i-i.c-k.r-R.o-o.b-b.e-#.s-#)
6398,midi,midi,mi.di,.m.i.d.i,.m.i.d.i,(m-m.i-i.d-d.i-i)
6399,midi,midi,mi.di,.m.i.d.i,.m.i.d.i,(m-m.i-i.d-d.i-i)
6400,mie,mi,mi,.m.i.e,.m.i.#,(m-m.i-i.e-#)
6401,miel,mjEl,mjEl,.m.i.e.l,.m.j.E.l,(m-m.i-j.e-E.l-l)
6402,miel,mjEl,mjEl,.m.i.e.l,.m.j.E.l,(m-m.i-j.e-E.l-l)
6403,mien,mj5,mj5,.m.i.en,.m.j.5,(m-m.i-j.en-5)
6404,mien,mj5,mj5,.m.i.en,.m.j.5,(m-m.i-j.en-5)
6405,mienne,mjEn,mjEn,.m.i.enn.e,.m.j.En.#,(m-m.i-j.enn-En.e-#)
6406,miette,mjEt,mjEt,.m.i.e.tt.e,.m.j.E.t.#,(m-m.i-j.e-E.tt-t.e-#)
6407,miettes,mjEt,mjEt,.m.i.e.tt.e.s,.m.j.E.t.#.#,(m-m.i-j.e-E.tt-t.e-#.s-#)
6408,mieux,mj2,mj2,.m.i.eu.x,.m.j.2.#,(m-m.i-j.eu-2.x-#)
6409,mieux,mj2,mj2,.m.i.eu.x,.m.j.2.#,(m-m.i-j.eu-2.x-#)
6410,mignon,miN§,mi.N§,.m.i.gn.on,.m.i.N.§,(m-m.i-i.gn-N.on-§)
6411,mignon,miN§,mi.N§,.m.i.gn.on,.m.i.N.§,(m-m.i-i.gn-N.on-§)
6412,mignonne,miNon,mi.Non,.m.i.gn.o.nn.e,.m.i.N.o.n.#,(m-m.i-i.gn-N.o-o.nn-n.e-#)
6413,mignonnes,miNon,mi.Non,.m.i.gn.o.nn.e.s,.m.i.N.o.n.#.#,(m-m.i-i.gn-N.o-o.nn-n.e-#.s-#)
6414,mignons,miN§,mi.N§,.m.i.gn.on.s,.m.i.N.§.#,(m-m.i-i.gn-N.on-§.s-#)
6415,migrateur,migRat9R,mi.gRa.t9R,.m.i.g.r.a.t.eu.r,.m.i.g.R.a.t.9.R,(m-m.i-i.g-g.r-R.a-a.t-t.eu-9.r-R)
6416,migration,migRasj§,mi.gRa.sj§,.m.i.g.r.a.t.i.on,.m.i.g.R.a.s.j.§,(m-m.i-i.g-g.r-R.a-a.t-s.i-j.on-§)
6417,mijote,miZot,mi.Zot,.m.i.j.o.t.e,.m.i.Z.o.t.#,(m-m.i-i.j-Z.o-o.t-t.e-#)
6418,milieu,milj2,mi.lj2,.m.i.l.i.eu,.m.i.l.j.2,(m-m.i-i.l-l.i-j.eu-2)
6419,militaire,militER,mi.li.tER,.m.i.l.i.t.ai.r.e,.m.i.l.i.t.E.R.#,(m-m.i-i.l-l.i-i.t-t.ai-E.r-R.e-#)
6420,militaires,militER,mi.li.tER,.m.i.l.i.t.ai.r.e.s,.m.i.l.i.t.E.R.#.#,(m-m.i-i.l-l.i-i.t-t.ai-E.r-R.e-#.s-#)
6421,mille,mil,mil,.m.ill.e,.m.il.#,(m-m.ill-il.e-#)
6422,mille,mil,mil,.m.ill.e,.m.il.#,(m-m.ill-il.e-#)
6423,mille,mil,mil,.m.ill.e,.m.il.#,(m-m.ill-il.e-#)
6424,milliers,milje,mi.lje,.m.illi.er.s,.m.ilj.e.#,(m-m.illi-ilj.er-e.s-#)
6425,million,milj§,mi.lj§,.m.illi.on,.m.ilj.§,(m-m.illi-ilj.on-§)
6426,mime,mim,mim,.m.i.m.e,.m.i.m.#,(m-m.i-i.m-m.e-#)
6427,mimer,mime,mi.me,.m.i.m.er,.m.i.m.e,(m-m.i-i.m-m.er-e)
6428,mimi,mimi,mi.mi,.m.i.m.i,.m.i.m.i,(m-m.i-i.m-m.i-i)
6429,mimosa,mimOza,mi.mO.za,.m.i.m.o.s.a,.m.i.m.O.z.a,(m-m.i-i.m-m.o-O.s-z.a-a)
6430,mimosa,mimOza,mi.mO.za,.m.i.m.o.s.a,.m.i.m.O.z.a,(m-m.i-i.m-m.o-O.s-z.a-a)
6431,mina,mina,mi.na,.m.i.n.a,.m.i.n.a,(m-m.i-i.n-n.a-a)
6432,mina,mina,mi.na,.m.i.n.a,.m.i.n.a,(m-m.i-i.n-n.a-a)
6433,minable,minabl*,mi.na.bl*,.m.i.n.a.b.l.e,.m.i.n.a.b.l.*,(m-m.i-i.n-n.a-a.b-b.l-l.e-*)
6434,mince,m5s,m5s,.m.in.c.e,.m.5.s.#,(m-m.in-5.c-s.e-#)
6435,minces,m5s,m5s,.m.in.c.e.s,.m.5.s.#.#,(m-m.in-5.c-s.e-#.s-#)
6436,mine,min,min,.m.i.n.e,.m.i.n.#,(m-m.i-i.n-n.e-#)
6437,mines,min,min,.m.i.n.e.s,.m.i.n.#.#,(m-m.i-i.n-n.e-#.s-#)
6438,minet,minE,mi.nE,.m.i.n.e.t,.m.i.n.E.#,(m-m.i-i.n-n.e-E.t-#)
6439,miniatures,minjatyR,mi.nja.tyR,.m.i.n.i.a.t.u.r.e.s,.m.i.n.j.a.t.y.R.#.#,(m-m.i-i.n-n.i-j.a-a.t-t.u-y.r-R.e-#.s-#)
6440,ministère,ministER,mi.nis.tER,.m.i.n.i.s.t.è.r.e,.m.i.n.i.s.t.E.R.#,(m-m.i-i.n-n.i-i.s-s.t-t.è-E.r-R.e-#)
6441,ministre,ministR*,mi.nis.tR*,.m.i.n.i.s.t.r.e,.m.i.n.i.s.t.R.*,(m-m.i-i.n-n.i-i.s-s.t-t.r-R.e-*)
6442,minnie,mini,mi.ni,.m.i.nn.i.e,.m.i.n.i.#,(m-m.i-i.nn-n.i-i.e-#)
6443,minou,minu,mi.nu,.m.i.n.ou,.m.i.n.u,(m-m.i-i.n-n.ou-u)
6444,minuit,min8i,mi.n8i,.m.i.n.u.i.t,.m.i.n.8.i.#,(m-m.i-i.n-n.u-8.i-i.t-#)
6445,minuscule,minyskyl,mi.nys.kyl,.m.i.n.u.s.c.u.l.e,.m.i.n.y.s.k.y.l.#,(m-m.i-i.n-n.u-y.s-s.c-k.u-y.l-l.e-#)
6446,minuscules,minyskyl,mi.nys.kyl,.m.i.n.u.s.c.u.l.e.s,.m.i.n.y.s.k.y.l.#.#,(m-m.i-i.n-n.u-y.s-s.c-k.u-y.l-l.e-#.s-#)
6447,minute,minyt,mi.nyt,.m.i.n.u.t.e,.m.i.n.y.t.#,(m-m.i-i.n-n.u-y.t-t.e-#)
6448,minuteries,minytRi,mi.ny.tRi,.m.i.n.u.t.e.r.i.e.s,.m.i.n.y.t.#.R.i.#.#,(m-m.i-i.n-n.u-y.t-t.e-#.r-R.i-i.e-#.s-#)
6449,minutes,minyt,mi.nyt,.m.i.n.u.t.e.s,.m.i.n.y.t.#.#,(m-m.i-i.n-n.u-y.t-t.e-#.s-#)
6450,miracle,miRAkl*,mi.RA.kl*,.m.i.r.a.c.l.e,.m.i.R.A.k.l.*,(m-m.i-i.r-R.a-A.c-k.l-l.e-*)
6451,mirage,miRaZ,mi.RaZ,.m.i.r.a.g.e,.m.i.R.a.Z.#,(m-m.i-i.r-R.a-a.g-Z.e-#)
6452,mirent,miR,miR,.m.i.r.e.n.t,.m.i.R.#.#.#,(m-m.i-i.r-R.e-#.n-#.t-#)
6453,miroir,miRwaR,mi.RwaR,.m.i.r.oi.r,.m.i.R.wa.R,(m-m.i-i.r-R.oi-wa.r-R)
6454,mis,mi,mi,.m.i.s,.m.i.#,(m-m.i-i.s-#)
6455,mise,miz,miz,.m.i.s.e,.m.i.z.#,(m-m.i-i.s-z.e-#)
6456,misère,mizER,mi.zER,.m.i.s.è.r.e,.m.i.z.E.R.#,(m-m.i-i.s-z.è-E.r-R.e-#)
