,word,orthosyll,syll,freq,pron,len,phlen
15215,imiter,i-mi-ter,i-mi-te,41.35,imite,6,5
15216,imité,i-mi-té,i-mi-te,1.82,imite,5,5
15218,immaculé,im-ma-cu-lé,i-ma-ky-le,9.39,imakyle,8,7
15219,immanence,im-ma-nen-ce,i-ma-n@s,0.07,iman@s,9,6
15220,immanent,im-ma-nent,i-ma-n@,1.01,iman@,8,5
15227,immature,im-ma-tu-re,i-ma-tyR,0.27,imatyR,8,6
15228,immaturité,im-ma-tu-ri-té,i-ma-ty-Ri-te,0.34,imatyRite,10,9
15230,immatériel,im-ma-té-riel,i-ma-te-RjEl,3.72,imateRjEl,10,9
15231,immense,im-men-se,i-m@s,106.89,im@s,7,4
15232,immensité,im-men-si-té,i-m@-si-te,8.45,im@site,9,7
15235,immerger,im-mer-ger,i-mER-Ze,2.84,imERZe,8,6
15236,immergé,im-mer-gé,i-mER-Ze,1.42,imERZe,7,6
15237,immersion,im-mer-sion,i-mER-sj§,1.15,imERsj§,9,7
15238,immettable,im-met-ta-ble,5-mE-tabl,0.14,5mEtabl,10,7
15239,immeuble,im-meu-ble,i-m9bl,68.78,im9bl,8,5
15240,immigrant,im-mi-grant,i-mi-gR@,0.88,imigR@,9,6
15242,immigrer,im-mi-grer,i-mi-gRe,0.34,imigRe,8,6
15243,immigré,im-mi-gré,i-mi-gRe,2.84,imigRe,7,6
15244,imminence,im-mi-nen-ce,i-mi-n@s,3.38,imin@s,9,6
15245,imminent,im-mi-nent,i-mi-n@,7.64,imin@,8,5
15246,immiscer,im-mis-cer,i-mi-se,1.62,imise,8,5
15247,immixtion,im-mix-tion,i-mik-sj§,0.54,imiksj§,9,7
15248,immobile,im-mo-bi-le,i-mo-bil,116.42,imobil,8,6
15249,immobilier,im-mo-bi-lier,i-mo-bi-lje,3.45,imobilje,10,8
15253,immobilité,im-mo-bi-li-té,i-mo-bi-li-te,21.96,imobilite,10,9
15254,immodeste,im-mo-des-te,i-mo-dEst,0.2,imodEst,9,7
15255,immodestie,im-mo-des-tie,i-mo-dEs-ti,0.07,imodEsti,10,8
15256,immodéré,im-mo-dé-ré,i-mo-de-Re,1.22,imodeRe,8,7
15258,immolation,im-mo-la-tion,i-mo-la-sj§,0.2,imolasj§,10,8
15259,immoler,im-mo-ler,i-mo-le,1.01,imole,7,5
15260,immonde,im-mon-de,i-m§d,6.28,im§d,7,4
15261,immondice,im-mon-di-ce,i-m§-dis,2.36,im§dis,9,6
15262,immoral,im-mo-ral,i-mo-Ral,1.76,imoRal,7,6
15265,immoralité,im-mo-ra-li-té,i-mo-Ra-li-te,0.61,imoRalite,10,9
15268,immortel,im-mor-tel,i-mOR-tEl,5.74,imORtEl,8,7
15270,immuable,im-mua-ble,i-m8abl,9.8,im8abl,8,6
15273,immuniser,im-mu-ni-ser,i-my-ni-ze,0.68,imynize,9,7
15275,immunité,im-mu-ni-té,i-my-ni-te,1.42,imynite,8,7
15276,immunogène,im-mu-no-gè-ne,i-my-no-ZEn,0.14,imynoZEn,10,8
15278,immédiat,im-mé-diat,i-me-dja,4.26,imedja,8,6
15281,immémorial,im-mé-mo-rial,i-me-mo-Rjal,4.93,imemoRjal,10,9
15282,immérité,im-mé-ri-té,i-me-Ri-te,0.88,imeRite,8,7
15283,impact,im-pact,5-pakt,2.5,5pakt,6,5
15284,impair,im-pair,5-pER,1.55,5pER,6,4
15285,impala,im-pa-la,5-pa-la,1.22,5pala,6,5
15287,impalpable,im-pal-pa-ble,5-pal-pabl,5.27,5palpabl,10,8
15288,imparable,im-pa-ra-ble,5-pa-Rabl,0.81,5paRabl,9,7
15291,imparfait,im-par-fait,5-paR-fE,3.11,5paRfE,9,6
15293,imparti,im-par-ti,5-paR-ti,0.07,5paRti,7,6
15294,impartial,im-par-tial,5-paR-sjal,1.28,5paRsjal,9,8
15296,impartir,im-par-tir,5-paR-tiR,0.95,5paRtiR,8,7
15297,impasse,im-pas-se,5-pas,10.47,5pas,7,4
15299,impassible,im-pas-si-ble,5-pa-sibl,11.49,5pasibl,10,7
15301,impatience,im-pa-tien-ce,5-pa-sj@s,33.78,5pasj@s,10,7
15302,impatient,im-pa-tient,5-pa-sj@,16.76,5pasj@,9,6
15305,impavide,im-pa-vi-de,5-pa-vid,1.89,5pavid,8,6
15306,impayable,im-paya-ble,5-pE-jabl,0.81,5pEjabl,9,7
15307,impayé,im-payé,5-pE-je,0.47,5pEje,6,5
15308,impec,im-pec,5-pEk,1.96,5pEk,5,4
15310,impeccable,im-pec-ca-ble,5-pe-kabl,10.07,5pekabl,10,7
15312,impensable,im-pen-sa-ble,5-p@-sabl,2.57,5p@sabl,10,7
15313,impensé,im-pen-sé,5-p@-se,0.14,5p@se,7,5
15314,imper,im-per,5-pER,2.91,5pER,5,4
15315,imperator,im-pe-ra-tor,5-pe-Ra-tOR,0.2,5peRatOR,9,8
15318,imperium,im-pe-rium,5-p°-RjOm,0.07,5p°RjOm,8,7
15324,impie,im-pie,5-pi,1.96,5pi,5,3
15326,impiété,im-pié-té,5-pje-te,1.08,5pjete,7,6
15328,implacable,im-pla-ca-ble,5-pla-kabl,10.54,5plakabl,10,8
15329,implant,im-plant,5-pl@,0.14,5pl@,7,4
15331,implanter,im-plan-ter,5-pl@-te,2.64,5pl@te,9,6
15332,implanté,im-plan-té,5-pl@-te,0.41,5pl@te,8,6
15334,implicite,im-pli-ci-te,5-pli-sit,1.28,5plisit,9,7
15336,impliquer,im-pli-quer,5-pli-ke,12.09,5plike,9,6
15337,implorant,im-plo-rant,5-plo-R@,3.31,5ploR@,9,6
15339,implorer,im-plo-rer,5-plo-Re,8.11,5ploRe,8,6
15340,imploser,im-plo-ser,5-plo-ze,0.34,5ploze,8,6
15341,implosif,im-plo-sif,5-plo-zif,0.07,5plozif,8,7
15342,implosion,im-plo-sion,5-plo-zj§,0.14,5plozj§,9,7
15343,implosive,im-plo-si-ve,5-plo-ziv,0.07,5ploziv,9,7
15344,impoli,im-po-li,5-po-li,0.68,5poli,6,5
15346,impollué,im-pol-lué,5-po-l8e,0.47,5pol8e,8,6
15350,import,im-port,5-pOR,0.27,5pOR,6,4
15351,importance,im-por-tan-ce,5-pOR-t@s,75.81,5pORt@s,10,7
15352,important,im-por-tant,5-pOR-t@,86.76,5pORt@,9,6
15355,importer,im-por-ter,5-pOR-te,173.11,5pORte,8,6
15356,importun,im-por-tun,5-pOR-t1,2.23,5pORt1,8,6
15357,importuner,im-por-tu-ner,5-pOR-ty-ne,3.38,5pORtyne,10,8
15358,importé,im-por-té,5-pOR-te,0.54,5pORte,7,6
15359,imposable,im-po-sa-ble,5-po-zabl,0.14,5pozabl,9,7
15360,imposant,im-po-sant,5-po-z@,9.39,5poz@,8,5
15361,imposer,im-po-ser,5-po-ze,78.38,5poze,7,5
15362,imposition,im-po-si-tion,5-po-zi-sj§,0.41,5pozisj§,10,8
15364,impossible,im-pos-si-ble,5-po-sibl,96.01,5posibl,10,7
15365,imposte,im-pos-te,5-pOst,0.68,5pOst,7,5
15366,imposteur,im-pos-teur,5-pOs-t9R,1.96,5pOst9R,9,7
15367,imposture,im-pos-tu-re,5-pOs-tyR,3.38,5pOstyR,9,7
15368,imposé,im-po-sé,5-po-ze,2.7,5poze,6,5
15369,impotence,im-po-ten-ce,5-po-t@s,0.07,5pot@s,9,6
15370,impotent,im-po-tent,5-po-t@,1.22,5pot@,8,5
15372,imprenable,im-pre-na-ble,5-pR2-nabl,2.3,5pR2nabl,10,8
15373,impresario,im-pre-sa-rio,5-pRe-sa-Rjo,2.36,5pResaRjo,10,9
15374,impression,im-pres-sion,5-pRe-sj§,155.27,5pResj§,10,7
15376,imprimante,im-pri-man-te,5-pRi-m@t,0.07,5pRim@t,10,7
15377,imprimatur,im-pri-ma-tur,5-pRi-ma-tyR,0.07,5pRimatyR,10,9
15378,imprimer,im-pri-mer,5-pRi-me,28.24,5pRime,8,6
15379,imprimerie,im-pri-me-rie,5-pRi-m°-Ri,9.53,5pRim°Ri,10,8
15380,imprimeur,im-pri-meur,5-pRi-m9R,2.97,5pRim9R,9,7
15381,imprimé,im-pri-mé,5-pRi-me,2.84,5pRime,7,6
15383,improbable,im-pro-ba-ble,5-pRo-babl,7.7,5pRobabl,10,8
15385,impromptu,im-promp-tu,5-pR§p-ty,2.43,5pR§pty,9,7
15387,impropre,im-pro-pre,5-pROpR,1.62,5pROpR,8,6
15391,improviser,im-pro-vi-ser,5-pRo-vi-ze,8.92,5pRovize,10,8
15392,improvisé,im-pro-vi-sé,5-pRo-vi-ze,4.19,5pRovize,9,8
15394,imprudence,im-pru-den-ce,5-pRy-d@s,6.15,5pRyd@s,10,7
15395,imprudent,im-pru-dent,5-pRy-d@,4.8,5pRyd@,9,6
15398,imprécis,im-pré-cis,5-pRe-si,7.36,5pResi,8,6
15401,imprégnant,im-pré-gnant,5-pRe-N@,0.07,5pReN@,10,6
15403,imprégner,im-pré-gner,5-pRe-Ne,17.7,5pReNe,9,6
15404,imprégné,im-pré-gné,5-pRe-Ne,1.01,5pReNe,8,6
15406,imprésario,im-pré-sa-rio,5-pRe-sa-Rjo,1.49,5pResaRjo,10,9
15412,imprévu,im-pré-vu,5-pRe-vy,8.99,5pRevy,7,6
15414,impubère,im-pu-bè-re,5-py-bER,0.61,5pybER,8,6
15416,impudence,im-pu-den-ce,5-py-d@s,1.35,5pyd@s,9,6
15417,impudent,im-pu-dent,5-py-d@,1.35,5pyd@,8,5
15418,impudeur,im-pu-deur,5-py-d9R,4.19,5pyd9R,8,6
15419,impudicité,im-pu-di-ci-té,5-py-di-si-te,0.2,5pydisite,10,9
15420,impudique,im-pu-di-que,5-py-dik,3.04,5pydik,9,6
15423,impuissant,im-puis-sant,5-p8i-s@,11.55,5p8is@,10,6
15424,impulsif,im-pul-sif,5-pyl-sif,1.96,5pylsif,8,7
15425,impulsion,im-pul-sion,5-pyl-sj§,8.38,5pylsj§,9,7
15428,impuni,im-pu-ni,5-py-ni,0.74,5pyni,6,5
15429,impunité,im-pu-ni-té,5-py-ni-te,1.42,5pynite,8,7
15430,impunément,im-pu-né-ment,5-py-ne-m@,3.24,5pynem@,10,7
15431,impur,im-pur,5-pyR,4.53,5pyR,5,4
15432,impureté,im-pu-re-té,5-py-R°-te,1.42,5pyR°te,8,7
15433,imputable,im-pu-ta-ble,5-py-tabl,0.74,5pytabl,9,7
15434,imputation,im-pu-ta-tion,5-py-ta-sj§,0.54,5pytasj§,10,8
15435,imputer,im-pu-ter,5-py-te,2.77,5pyte,7,5
15439,impénitent,im-pé-ni-tent,5-pe-ni-t@,1.35,5penit@,10,7
15441,impératif,im-pé-ra-tif,5-pe-Ra-tif,3.78,5peRatif,9,8
15443,impérial,im-pé-rial,5-pe-Rjal,19.12,5peRjal,8,7
15444,impériale,im-pé-ria-le,5-pe-Rjal,0.68,5peRjal,9,7
15447,impérieux,im-pé-rieux,5-pe-Rj2,12.09,5peRj2,9,6
15449,impéritie,im-pé-ri-tie,5-pe-Ri-si,0.2,5peRisi,9,7
15450,impétigo,im-pé-ti-go,5-pe-ti-go,0.41,5petigo,8,7
15451,impétrant,im-pé-trant,5-pe-tR@,0.27,5petR@,9,6
15452,impétueux,im-pé-tueux,5-pe-t82,2.97,5pet82,9,6
15454,impôt,im-pôt,5-po,6.55,5po,5,3
15455,in,in,in,11.62,in,2,2
15457,inabouti,i-n-abou-ti,i-na-bu-ti,0.14,inabuti,8,7
15460,inaccompli,i-n-ac-com-pli,i-na-k§-pli,0.47,inak§pli,10,8
15462,inachevé,i-n-ache-vé,i-na-S°-ve,7.09,inaS°ve,8,7
15464,inactif,i-n-ac-tif,i-nak-tif,1.22,inaktif,7,7
15465,inaction,i-n-ac-tion,i-nak-sj§,2.36,inaksj§,8,7
15466,inactivité,i-n-ac-ti-vi-té,i-nak-ti-vi-te,0.74,inaktivite,10,10
15467,inactuel,i-n-ac-tuel,i-nak-t8El,0.07,inakt8El,8,8
15470,inadapté,i-n-adap-té,i-na-dap-te,0.54,inadapte,8,8
15473,inadéquat,i-n-adé-quat,i-na-de-kwa,0.81,inadekwa,9,8
15477,inaltéré,i-n-al-té-ré,i-nal-te-Re,0.34,inalteRe,8,8
15478,inamical,i-n-ami-cal,i-na-mi-kal,0.41,inamikal,8,8
15479,inamovible,i-n-amo-vi-ble,i-na-mo-vibl,0.95,inamovibl,10,9
15481,inanimé,i-n-ani-mé,i-na-ni-me,3.11,inanime,7,7
15482,inanition,i-na-ni-tion,i-na-ni-sj§,1.62,inanisj§,9,8
15483,inanité,i-na-ni-té,i-na-ni-te,1.28,inanite,7,7
15485,inaperçu,i-n-aper-çu,i-na-pER-sy,7.57,inapERsy,8,8
15491,inapte,i-n-ap-te,i-napt,2.03,inapt,6,5
15492,inaptitude,i-n-ap-ti-tu-de,i-nap-ti-tyd,1.01,inaptityd,10,9
15494,inarticulé,i-n-ar-ti-cu-lé,i-naR-ti-ky-le,1.55,inaRtikyle,10,10
15496,inassouvi,i-n-as-sou-vi,i-na-su-vi,1.96,inasuvi,9,7
15499,inattendu,i-n-at-ten-du,i-na-t@-dy,25.14,inat@dy,9,7
15500,inattentif,i-n-at-ten-tif,i-na-t@-tif,1.62,inat@tif,10,8
15502,inaudible,i-n-au-di-ble,i-no-dibl,3.65,inodibl,9,7
15503,inaugural,i-n-au-gu-ral,i-no-gy-Ral,1.01,inogyRal,9,8
15505,inaugurer,i-n-au-gu-rer,i-no-gy-Re,5.54,inogyRe,9,7
15506,inavouable,i-n-avoua-ble,i-na-vwabl,2.84,inavwabl,10,8
15507,inavoué,i-n-avoué,i-na-vwe,2.09,inavwe,7,6
15508,inca,in-ca,5-ka,0.61,5ka,4,3
15514,incapable,in-ca-pa-ble,5-ka-pabl,46.22,5kapabl,9,7
15516,incapacité,in-ca-pa-ci-té,5-ka-pa-si-te,3.99,5kapasite,10,9
15518,incarcérer,in-car-cé-rer,5-kaR-se-Re,1.35,5kaRseRe,10,8
15519,incarcéré,in-car-cé-ré,5-kaR-se-Re,0.34,5kaRseRe,9,8
15520,incarnat,in-car-nat,5-kaR-na,0.41,5kaRna,8,6
15522,incarner,in-car-ner,5-kaR-ne,16.28,5kaRne,8,6
15523,incarné,in-car-né,5-kaR-ne,1.22,5kaRne,7,6
15524,incartade,in-car-ta-de,5-kaR-tad,2.03,5kaRtad,9,7
15525,incassable,in-cas-sa-ble,5-ka-sabl,0.88,5kasabl,10,7
15527,incendie,in-cen-die,5-s@-di,22.43,5s@di,8,5
15528,incendier,in-cen-dier,5-s@-dje,5.81,5s@dje,9,6
15529,incendié,in-cen-dié,5-s@-dje,2.43,5s@dje,8,6
15530,incernable,in-cer-na-ble,5-sER-nabl,0.14,5sERnabl,10,8
15531,incertain,in-cer-tain,5-sER-t5,20.95,5sERt5,9,6
15534,incessant,in-ces-sant,5-se-s@,12.23,5ses@,9,5
15535,inceste,in-ces-te,5-sEst,3.04,5sEst,7,5
15536,incestueux,in-ces-tueux,5-sEs-t82,1.76,5sEst82,10,7
15538,inchangé,in-chan-gé,5-S@-Ze,1.69,5S@Ze,8,5
15541,incidence,in-ci-den-ce,5-si-d@s,1.35,5sid@s,9,6
15542,incident,in-ci-dent,5-si-d@,29.93,5sid@,8,5
15545,incinérer,in-ci-né-rer,5-si-ne-Re,1.76,5sineRe,9,7
15547,incise,in-ci-se,5-siz,0.14,5siz,6,4
15548,inciser,in-ci-ser,5-si-ze,1.82,5size,7,5
15549,incisif,in-ci-sif,5-si-zif,1.89,5sizif,7,6
15550,incision,in-ci-sion,5-si-zj§,0.68,5sizj§,8,6
15551,incisive,in-ci-si-ve,5-si-ziv,1.42,5siziv,8,6
15552,incitateur,in-ci-ta-teur,5-si-ta-t9R,0.07,5sitat9R,10,8
15553,incitatif,in-ci-ta-tif,5-si-ta-tif,0.07,5sitatif,9,8
15554,incitation,in-ci-ta-tion,5-si-ta-sj§,0.54,5sitasj§,10,8
15555,inciter,in-ci-ter,5-si-te,10.47,5site,7,5
15556,incivil,in-ci-vil,5-si-vil,0.2,5sivil,7,6
15558,inclinable,in-cli-na-ble,5-kli-nabl,0.07,5klinabl,10,8
15561,incliner,in-cli-ner,5-kli-ne,50.0,5kline,8,6
15562,incliné,in-cli-né,5-kli-ne,5.54,5kline,7,6
15563,inclure,in-clu-re,5-klyR,3.51,5klyR,7,5
15564,inclus,in-clus,5-kly,0.81,5kly,6,4
15565,inclusion,in-clu-sion,5-kly-zj§,0.14,5klyzj§,9,7
15567,inclémence,in-clé-men-ce,5-kle-m@s,0.27,5klem@s,10,7
15568,inclément,in-clé-ment,5-kle-m@,0.07,5klem@,9,6
15570,incognito,in-co-gni-to,5-ko-Ni-to,2.36,5koNito,9,7
15572,incohérent,in-co-hé-rent,5-ko-e-R@,5.27,5koeR@,10,6
15573,incollable,in-col-la-ble,5-ko-labl,0.14,5kolabl,10,7
15574,incolore,in-co-lo-re,5-ko-lOR,5.0,5kolOR,8,6
15575,incomber,in-com-ber,5-k§-be,5.95,5k§be,8,5
15577,incommode,in-com-mo-de,5-ko-mOd,1.55,5komOd,9,6
15578,incommoder,in-com-mo-der,5-ko-mo-de,1.96,5komode,10,7
15580,incommodé,in-com-mo-dé,5-ko-mo-de,0.41,5komode,9,7
15583,incomplet,in-com-plet,5-k§-plE,2.43,5k§plE,9,6
15584,incompris,in-com-pris,5-k§-pRi,1.35,5k§pRi,9,6
15590,inconduite,in-con-dui-te,5-k§-d8it,0.68,5k§d8it,10,7
15591,inconfort,in-con-fort,5-k§-fOR,2.16,5k§fOR,9,6
15593,incongru,in-con-gru,5-k§-gRy,7.5,5k§gRy,8,6
15595,inconnu,in-con-nu,5-ko-ny,61.82,5kony,7,5
15602,inconsolé,in-con-so-lé,5-k§-so-le,0.47,5k§sole,9,7
15605,inconstant,in-cons-tant,5-k§s-t@,0.54,5k§st@,10,6
15609,incontesté,in-con-tes-té,5-k§-tEs-te,1.69,5k§tEste,10,8
15613,incontrôlé,in-con-trô-lé,5-k§-tRo-le,1.01,5k§tRole,10,8
15619,incorporel,in-cor-po-rel,5-kOR-po-REl,0.27,5kORpoREl,10,9
15620,incorporer,in-cor-po-rer,5-kOR-po-Re,7.23,5kORpoRe,10,8
15621,incorrect,in-cor-rect,5-ko-REkt,0.68,5koREkt,9,7
15625,increvable,in-cre-va-ble,5-kR°-vabl,0.95,5kR°vabl,10,8
15626,incriminer,in-cri-mi-ner,5-kRi-mi-ne,0.54,5kRimine,10,8
15627,incroyable,in-croya-ble,5k-Rwa-jabl,3.45,5kRwajabl,10,9
15628,incroyance,in-croyan-ce,5k-Rwa-j@s,0.34,5kRwaj@s,10,8
15629,incroyant,in-croyant,5k-Rwa-j@,1.08,5kRwaj@,9,7
15631,incruster,in-crus-ter,5-kRys-te,14.46,5kRyste,9,7
15633,incrédule,in-cré-du-le,5-kRe-dyl,9.86,5kRedyl,9,7
15635,incubateur,in-cu-ba-teur,5-ky-ba-t9R,0.07,5kybat9R,10,8
15636,incubation,in-cu-ba-tion,5-ky-ba-sj§,0.54,5kybasj§,10,8
15637,incube,in-cu-be,5-kyb,0.14,5kyb,6,4
15640,inculper,in-cul-per,5-kyl-pe,1.22,5kylpe,8,6
15641,inculpé,in-cul-pé,5-kyl-pe,1.42,5kylpe,7,6
15642,inculquer,in-cul-quer,5-kyl-ke,4.05,5kylke,9,6
15643,inculte,in-cul-te,5-kylt,2.23,5kylt,7,5
15645,inculture,in-cul-tu-re,5-kyl-tyR,0.41,5kyltyR,9,7
15646,incurable,in-cu-ra-ble,5-ky-Rabl,2.84,5kyRabl,9,7
15648,incurie,in-cu-rie,5-ky-Ri,0.68,5kyRi,7,5
15649,incurieux,in-cu-rieux,5-ky-Rj2,0.07,5kyRj2,9,6
15651,incursion,in-cur-sion,5-kyR-sj§,4.26,5kyRsj§,9,7
15653,incurver,in-cur-ver,5-kyR-ve,3.11,5kyRve,8,6
15654,incurvé,in-cur-vé,5-kyR-ve,1.42,5kyRve,7,6
15655,inde,in-de,5d,0.54,5d,4,2
15656,indemne,in-dem-ne,5-dEmn,3.11,5dEmn,7,5
15658,indemniser,in-dem-ni-ser,5-dEm-ni-ze,0.2,5dEmnize,10,8
15659,indemnité,in-dem-ni-té,5-dEm-ni-te,2.36,5dEmnite,9,8
15661,index,in-dex,5-dEks,32.43,5dEks,5,5
15662,indexer,in-dexer,5-dEk-se,0.27,5dEkse,7,6
15663,indic,in-dic,5-dik,1.35,5dik,5,4
15664,indicateur,in-di-ca-teur,5-di-ka-t9R,2.5,5dikat9R,10,8
15665,indicatif,in-di-ca-tif,5-di-ka-tif,1.55,5dikatif,9,8
15666,indication,in-di-ca-tion,5-di-ka-sj§,12.43,5dikasj§,10,8
15667,indice,in-di-ce,5-dis,9.39,5dis,6,4
15668,indicible,in-di-ci-ble,5-di-sibl,6.35,5disibl,9,7
15670,indien,in-dien,5-dj5,7.16,5dj5,6,4
15674,indigence,in-di-gen-ce,5-di-Z@s,1.96,5diZ@s,9,6
15675,indigent,in-di-gent,5-di-Z@,0.95,5diZ@,8,5
15676,indigeste,in-di-ges-te,5-di-ZEst,1.15,5diZEst,9,7
15679,indigne,in-di-gne,5-diN,10.61,5diN,7,4
15681,indigner,in-di-gner,5-di-Ne,17.23,5diNe,8,5
15682,indignité,in-di-gni-té,5-di-Ni-te,2.36,5diNite,9,7
15683,indigné,in-di-gné,5-di-Ne,6.35,5diNe,7,5
15684,indigo,in-di-go,5-di-go,1.55,5digo,6,5
15685,indigène,in-di-gè-ne,5-di-ZEn,5.27,5diZEn,8,6
15686,indiquer,in-di-quer,5-di-ke,54.12,5dike,8,5
15687,indiqué,in-di-qué,5-di-ke,2.23,5dike,7,5
15688,indirect,in-di-rect,5-di-REkt,3.78,5diREkt,8,7
15693,indiscret,in-dis-cret,5-dis-kRE,8.45,5diskRE,9,7
15694,indiscrète,in-dis-crè-te,5-dis-kREt,0.07,5diskREt,10,8
15697,indiscuté,in-dis-cu-té,5-dis-ky-te,0.41,5diskyte,9,8
15700,indisposer,in-dis-po-ser,5-dis-po-ze,2.64,5dispoze,10,8
15702,indisposé,in-dis-po-sé,5-dis-po-ze,0.14,5dispoze,9,8
15705,indistinct,in-dis-tinct,5-dis-t5,8.24,5dist5,10,6
15707,individu,in-di-vi-du,5-di-vi-dy,31.42,5dividy,8,7
15710,individuel,in-di-vi-duel,5-di-vi-d8El,8.11,5divid8El,10,9
15711,indivis,in-di-vis,5-di-vi,0.34,5divi,7,5
15713,indivision,in-di-vi-sion,5-di-vi-zj§,0.07,5divizj§,10,8
15714,indivisé,in-di-vi-sé,5-di-vi-ze,0.07,5divize,8,7
15715,indo,in-do,5-do,0.54,5do,4,3
15717,indocile,in-do-ci-le,5-do-sil,0.74,5dosil,8,6
15718,indocilité,in-do-ci-li-té,5-do-si-li-te,0.07,5dosilite,10,9
15720,indolence,in-do-len-ce,5-do-l@s,2.57,5dol@s,9,6
15721,indolent,in-do-lent,5-do-l@,2.91,5dol@,8,5
15722,indolore,in-do-lo-re,5-do-lOR,0.68,5dolOR,8,6
15724,indompté,in-domp-té,5-d§-te,0.27,5d§te,8,5
15725,indonésien,in-do-né-sien,5-do-ne-zj5,0.2,5donezj5,10,8
15726,indou,in-dou,5-du,0.27,5du,5,3
15727,indu,in-du,5-dy,0.81,5dy,4,3
15729,induction,in-duc-tion,5-dyk-sj§,0.54,5dyksj§,9,7
15730,induire,in-dui-re,5-d8iR,1.69,5d8iR,7,5
15731,induit,in-duit,5-d8i,0.14,5d8i,6,4
15732,indulgence,in-dul-gen-ce,5-dyl-Z@s,16.35,5dylZ@s,10,7
15733,indulgent,in-dul-gent,5-dyl-Z@,7.09,5dylZ@,9,6
15735,industrie,in-dus-trie,5-dys-tRi,11.82,5dystRi,9,7
15736,industriel,in-dus-triel,5-dys-tRi-jEl,7.7,5dystRijEl,10,10
15740,indécence,in-dé-cen-ce,5-de-s@s,2.16,5des@s,9,6
15741,indécent,in-dé-cent,5-de-s@,5.27,5des@,8,5
15744,indécis,in-dé-cis,5-de-si,11.42,5desi,7,5
15745,indécises,in-dé-ci-ses,5-de-siz,0.07,5desiz,9,6
15746,indécision,in-dé-ci-sion,5-de-si-zj§,2.16,5desizj§,10,8
15751,indéfini,in-dé-fi-ni,5-de-fi-ni,2.16,5defini,8,7
15755,indélicat,in-dé-li-cat,5-de-li-ka,0.74,5delika,9,7
15758,indélébile,in-dé-lé-bi-le,5-de-le-bil,3.78,5delebil,10,8
15762,indéniable,in-dé-nia-ble,5-de-njabl,1.82,5denjabl,10,8
15771,indûment,in-dû-ment,5-dy-m@,0.81,5dym@,8,5
15772,ineffable,i-n-ef-fa-ble,i-ne-fabl,4.46,inefabl,9,7
15775,inefficace,i-n-ef-fi-ca-ce,i-ne-fi-kas,1.28,inefikas,10,8
15777,inemployé,i-n-em-ployé,i-n@p-lwa-je,0.88,in@plwaje,9,9
15779,inentamé,i-n-en-ta-mé,i-n@-ta-me,0.81,in@tame,8,7
15780,inepte,i-n-ep-te,i-nEpt,3.24,inEpt,6,5
15781,ineptie,i-n-ep-tie,i-nEp-si,1.89,inEpsi,7,6
15782,inerte,i-n-er-te,i-nERt,14.53,inERt,6,5
15783,inertie,i-n-er-tie,i-nER-si,6.62,inERsi,7,6
15785,inespéré,i-n-es-pé-ré,i-nEs-pe-Re,4.32,inEspeRe,8,8
15790,inexact,i-n-exact,i-nEg-zakt,1.28,inEgzakt,7,8
15794,inexistant,i-n-exis-tant,i-nEg-zis-t@,3.65,inEgzist@,10,9
15797,inexorable,i-n-exo-ra-ble,i-nEg-zo-Rabl,4.19,inEgzoRabl,10,10
15798,inexpiable,i-n-ex-pia-ble,i-nEk-spjabl,0.54,inEkspjabl,10,10
15800,inexpliqué,i-n-ex-pli-qué,i-nEk-spli-ke,1.55,inEksplike,10,10
15801,inexploré,i-n-ex-plo-ré,i-nEk-splo-Re,0.61,inEksploRe,9,10
15805,inexprimé,i-n-ex-pri-mé,i-nEk-spRi-me,0.47,inEkspRime,9,10
15813,infaisable,in-fai-sa-ble,5-f°-zabl,0.14,5f°zabl,10,7
15814,infamant,in-fa-mant,5-fa-m@,2.43,5fam@,8,5
15815,infamie,in-fa-mie,5-fa-mi,3.72,5fami,7,5
15816,infant,in-fant,5-f@,1.76,5f@,6,3
15817,infanterie,in-fan-te-rie,5-f@-t°-Ri,10.07,5f@t°Ri,10,7
15819,infantile,in-fan-ti-le,5-f@-til,3.24,5f@til,9,6
15821,infarctus,in-farc-tus,5-faR-ktys,1.62,5faRktys,9,8
15824,infatué,in-fa-tué,5-fa-t8e,0.14,5fat8e,7,6
15825,infect,in-fect,5-fEkt,6.28,5fEkt,6,5
15826,infecter,in-fec-ter,5-fEk-te,2.64,5fEkte,8,6
15827,infectieux,in-fec-tieux,5-fEk-sj2,0.47,5fEksj2,10,7
15828,infection,in-fec-tion,5-fEk-sj§,1.89,5fEksj§,9,7
15829,infecté,in-fec-té,5-fEk-te,0.61,5fEkte,7,6
15830,infernal,in-fer-nal,5-fER-nal,13.38,5fERnal,8,7
15832,infertile,in-fer-ti-le,5-fER-til,0.41,5fERtil,9,7
15834,infester,in-fes-ter,5-fEs-te,2.84,5fEste,8,6
15835,infidèle,in-fi-dè-le,5-fi-dEl,2.97,5fidEl,8,6
15836,infidélité,in-fi-dé-li-té,5-fi-de-li-te,2.57,5fidelite,10,9
15839,infiltrer,in-fil-trer,5-fil-tRe,6.35,5filtRe,9,7
15840,infime,in-fi-me,5-fim,11.89,5fim,6,4
15841,infini,in-fi-ni,5-fi-ni,27.03,5fini,6,5
15842,infiniment,in-fi-ni-ment,5-fi-ni-m@,17.43,5finim@,10,7
15843,infinitif,in-fi-ni-tif,5-fi-ni-tif,0.14,5finitif,9,8
