,word,freq,len,pron,phlen
7662,mont,18.92,4,m&,2
7663,montage,2.91,7,m&taZ,5
7664,montagnard,3.25,10,m&taNaR,7
7665,montagne,81.82,8,m&taN,5
7666,montagneux,1.35,10,m&taN2,6
7667,montant,21.22,7,m&t@,4
7668,monter,404.59,6,m&te,4
7669,monticule,3.78,9,m&tikyl,7
7670,montre,47.84,6,m&tR,4
7671,montrer,276.55,7,m&tRe,5
7672,montreur,1.35,8,m&tR9R,6
7673,monture,16.62,7,m&tyR,5
7674,monument,19.32,8,monym@,6
7675,monumental,12.03,10,monym@tal,9
7676,moquer,50.34,6,moke,4
7677,moquerie,6.35,8,mOk°Ri,6
7678,moquette,15.95,8,mokEt,5
7679,moqueur,9.12,7,mok9R,5
7680,moral,48.72,5,moRal,5
7681,morale,21.49,6,moRal,5
7682,moralement,7.3,10,moRal°m@,8
7683,moraliste,1.49,9,moRalist,8
7684,morbide,4.73,7,mORbid,6
7685,morceau,99.32,7,mORso,5
7686,morceler,1.28,8,mORs°le,7
7687,mordant,4.19,7,mORd@,5
7688,mordiller,5.61,9,mORdije,7
7689,mordre,48.45,6,mORdR,5
7690,mordu,1.55,5,mORdy,5
7691,morfler,2.91,7,mORfle,6
7692,morfondre,2.5,9,mORf&dR,7
7693,morgue,7.03,6,mORg,4
7694,moribond,4.73,8,moRib&,6
7696,morne,21.55,5,mORn,4
7697,morose,8.78,6,moRoz,5
7698,morphine,1.62,8,mORfin,6
7699,morpion,1.76,7,mORpj&,6
7700,mors,1.89,4,mOR,3
7701,morsure,5.95,7,mORsyR,6
7702,mort,565.88,4,mOR,3
7703,mortel,24.87,6,mORtEl,6
7704,mortellement,3.18,12,mORtEl°m@,9
7705,mortier,5.61,7,mORtje,6
7706,mortification,1.22,13,mORtifikasj&,12
7707,mortifier,3.78,9,mORtifje,8
7708,mortuaire,5.47,9,mORt8ER,7
7709,morue,5.61,5,moRy,4
7710,morve,1.96,5,mORv,4
7711,morveux,3.65,7,mORv2,5
7712,moscovite,1.42,9,mOskovit,8
7713,mot,553.78,3,mo,2
7714,motard,6.89,6,motaR,5
7715,motel,1.28,5,motEl,5
7716,moteur,53.51,6,mot9R,5
7717,motif,31.15,5,motif,5
7718,motion,1.28,6,mosj&,5
7719,motivation,1.28,10,motivasj&,9
7720,motiver,2.43,7,motive,6
7721,moto,19.26,4,moto,4
7722,motocyclette,4.19,12,motosiklEt,10
7723,motocycliste,2.64,12,motosiklist,11
7725,motte,9.19,5,mOt,3
7726,motus,1.01,5,motys,5
7727,mou,27.43,3,mu,2
7728,mouchard,2.77,8,muSaR,5
7729,mouche,46.89,6,muS,3
7730,moucher,6.55,7,muSe,4
7731,moucheron,2.43,9,muS°R&,6
7732,mouchoir,34.59,8,muSwaR,6
7733,moudre,2.57,6,mudR,4
7734,moue,18.58,4,mu,2
7735,mouette,15.81,7,mwEt,4
7736,moufle,1.76,6,mufl,4
7737,mouflet,5.68,7,muflE,5
7738,mouflette,2.43,9,muflEt,6
7739,moufter,4.12,7,mufte,5
7740,mouillage,1.22,9,mujaZ,5
7741,mouiller,38.92,8,muje,4
7742,mouise,1.01,6,mwiz,4
7743,moujik,1.15,6,muZik,5
7745,moulage,1.15,7,mulaZ,5
7746,moulant,1.76,7,mul@,4
7747,moule,9.26,5,mul,3
7748,mouler,8.78,6,mule,4
7749,moulin,19.05,6,mul5,4
7750,moulinet,3.18,8,mulinE,6
7751,moult,3.18,5,mult,4
7752,moulure,2.7,7,mulyR,5
7753,mourant,10.88,7,muR@,4
7754,mourir,391.08,6,muRiR,5
7755,mouron,4.26,6,muR&,4
7756,mousquetaire,3.65,12,musk°tER,8
7757,mousqueton,4.39,10,musk°t&,7
7758,mousse,29.73,6,mus,3
7759,mousseline,4.73,10,mus°lin,7
7760,mousser,3.51,7,muse,4
7762,mousseux,5.54,8,mus2,4
7763,mousson,17.36,7,mus&,4
7765,moustache,45.07,9,mustaS,6
7766,moustachu,8.99,9,mustaSy,7
7767,moustiquaire,2.09,12,mustikER,8
7768,moustique,7.57,9,mustik,6
7769,moutard,3.31,7,mutaR,5
7770,moutarde,6.55,8,mutaRd,6
7771,mouton,30.47,6,mut&,4
7774,mouvant,13.18,7,muv@,4
7775,mouvement,182.97,9,muv°m@,6
7776,mouvoir,13.18,7,muvwaR,6
7777,moyen,148.72,5,mwaj5,5
7778,moyennant,4.53,9,mwajEn@,7
7779,moyenne,7.77,7,mwajEn,6
7780,mue,2.57,3,my,2
7781,muer,7.03,4,m8e,3
7782,muet,48.78,4,m8E,3
7783,muette,2.5,6,m8Et,4
7784,mufle,6.89,5,myfl,4
7785,muflerie,1.01,8,myfl°Ri,7
7786,mugir,2.84,5,myZiR,5
7787,mugissement,2.97,11,myZis°m@,8
7788,muguet,3.92,6,mygE,4
7789,mule,8.99,4,myl,3
7790,mulet,7.43,5,mylE,4
7791,mulot,1.55,5,mylo,4
7792,multicolore,13.72,11,myltikolOR,10
7793,multiple,18.18,8,myltipl,7
7794,multiplication,2.36,14,myltiplikasj&,13
7795,multiplier,22.91,10,myltiplije,10
7796,multitude,10.27,9,myltityd,8
7797,muni,1.55,4,myni,4
7798,municipal,14.53,9,mynisipal,9
7800,munir,14.53,5,myniR,5
7801,munition,8.45,8,mynisj&,7
7802,mur,317.77,3,myR,3
7803,muraille,20.88,8,myRaj,5
7804,mural,3.24,5,myRal,5
7805,murer,6.96,5,myRe,4
7806,muret,3.24,5,myRE,4
7808,murmurant,1.22,9,myRmyR@,7
7809,murmure,31.62,7,myRmyR,6
7810,murmurer,123.58,8,myRmyRe,7
7811,musarder,1.42,8,myzaRde,7
7812,muscade,1.15,7,myskad,6
7813,muscadet,1.69,8,myskadE,7
7814,muscat,1.28,6,myska,5
7815,muscle,34.53,6,myskl,5
7816,muscler,2.5,7,myskle,6
7817,musculaire,2.77,10,myskylER,8
7818,musculature,1.89,11,myskylatyR,10
7819,musculeux,2.3,9,myskyl2,7
7820,muse,1.35,4,myz,3
7821,museau,12.64,6,myzo,4
7822,museler,1.01,7,myz°le,6
7823,musette,18.45,7,myzEt,5
7824,musical,10.54,7,myzikal,7
7825,musicien,20.74,8,myzisj5,7
7826,musique,114.32,7,myzik,5
7827,musulman,13.31,8,myzylm@,7
7828,mutation,4.32,8,mytasj&,7
7829,muter,2.09,5,myte,4
7830,mutilation,2.57,10,mytilasj&,9
7831,mutiler,4.39,7,mytile,6
7832,mutin,1.01,5,myt5,4
7833,mutinerie,1.15,9,mytin°Ri,8
7834,mutisme,6.89,7,mytizm,6
7835,mutuel,3.78,6,myt8El,6
7836,mutuellement,4.59,12,myt8El°m@,9
7837,myope,6.21,5,mjOp,4
7838,myopie,2.16,6,mjopi,5
7839,myosotis,1.49,8,mjozotis,8
7840,myriade,3.31,7,miRjad,6
7841,myrte,1.55,5,miRt,4
7842,myrtille,2.16,8,miRtij,6
7843,mysticisme,1.89,10,mistisizm,9
7844,mystification,1.49,13,mistifikasj&,12
7845,mystifier,1.01,9,mistifje,8
7846,mystique,12.3,8,mistik,6
7847,mythe,10.41,5,mit,3
7848,mythique,4.19,8,mitik,5
7849,mythologie,4.73,10,mitoloZi,8
7850,mythologique,2.03,12,mitoloZik,9
7851,mythomane,1.28,9,mitoman,7
7852,nabot,2.09,5,nabo,4
7853,nacelle,3.04,7,nasEl,5
7854,nacre,5.34,5,nakR,4
7855,nage,6.28,4,naZ,3
7856,nageoire,2.3,8,naZwaR,6
7857,nager,25.68,5,naZe,4
7858,nageur,4.59,6,naZ9R,5
7859,nain,14.06,4,n5,2
7860,naissance,52.91,9,nEs@s,5
7861,naissant,5.61,8,nEs@,4
7863,nana,13.65,4,nana,4
7864,nanti,1.62,5,n@ti,4
7865,nantir,1.96,6,n@tiR,5
7866,naphtaline,2.3,10,naftalin,8
7867,napolitain,1.96,10,napolit5,8
7868,nappe,25.68,5,nap,3
7869,napper,1.49,6,nape,4
7870,napperon,3.65,8,nap°R&,6
7871,narcissisme,1.15,11,naRsisizm,9
7872,narguer,6.55,7,naRge,5
7873,narine,25.81,6,naRin,5
7874,narquois,6.35,8,naRkwa,6
7875,narrateur,2.36,9,naRat9R,7
7876,narration,2.43,9,naRasj&,7
7877,narrer,2.3,6,naRe,4
7878,nasal,2.5,5,nazal,5
7879,naseau,5.2,6,nazo,4
7880,nasillard,2.64,9,nazijaR,7
7882,nasse,1.82,5,nas,3
7883,natal,13.92,5,natal,5
7884,natation,1.22,8,natasj&,7
7885,natif,3.65,5,natif,5
7886,nation,47.23,6,nasj&,5
7887,national,99.39,8,nasjonal,8
7888,nationale,7.23,9,nasjonal,8
7889,nationalisation,1.08,15,nasjonalizasj&,14
7890,nationalisme,3.11,12,nasjonalizm,11
7891,nationaliste,4.12,12,nasjonalist,11
7892,natte,10.2,5,nat,3
7893,natter,1.01,6,nate,4
7894,naturalisation,1.01,14,natyRalizasj&,13
7895,nature,106.89,6,natyR,5
7896,naturel,90.0,7,natyREl,7
7897,naturellement,71.96,13,natyREl°m@,10
7898,naufrage,11.62,8,nofRaZ,6
7899,nautique,2.09,8,notik,5
7900,naval,8.78,5,naval,5
7901,navet,2.77,5,navE,4
7902,navette,3.65,7,navEt,5
7903,navigateur,3.78,10,navigat9R,9
7904,navigation,5.41,10,navigasj&,9
7905,naviguer,11.42,8,navige,6
7906,navire,50.2,6,naviR,5
7907,navrant,2.7,7,navR@,5
7909,naze,1.55,4,naz,3
7910,nazi,15.2,4,nazi,4
7911,nazisme,1.62,7,nazizm,6
7912,ne,13841.89,2,n2,2
7913,nef,6.89,3,nEf,3
7914,neige,80.88,5,nEZ,3
7915,neiger,3.92,6,neZe,4
7916,neigeux,4.12,7,neZ2,4
7917,nerf,30.47,4,nER,3
7918,nerveusement,7.36,12,nERv2z°m@,9
7919,nerveux,37.3,7,nERv2,5
7922,net,59.52,3,nEt,3
7923,nettement,20.34,9,nEt°m@,6
7924,nettoyage,6.35,9,netwajaZ,8
7925,nettoyer,28.11,8,netwaje,7
7926,neuf,226.36,4,n9f,3
7927,neurone,1.15,7,n2Ron,5
7928,neutralisation,1.08,14,n2tRalizasj&,12
7929,neutraliser,2.97,11,n2tRalize,9
7930,neutre,11.76,6,n2tR,4
7931,neveu,13.92,5,n°v2,4
7932,neveux,3.72,6,n°v2,4
7933,new,3.51,3,nju,3
7934,nez,177.64,3,ne,2
7935,ni,662.36,2,ni,2
7936,niais,7.17,5,njE,3
7937,niaiserie,3.51,9,njEz°Ri,7
7938,nib,2.03,3,nib,3
7939,niche,9.39,5,niS,3
7940,nicher,5.61,6,niSe,4
7941,nichon,6.35,6,niS&,4
7942,nickel,2.83,6,nikEl,5
7943,nicotine,1.28,8,nikotin,7
7944,nid,18.85,3,ni,2
7945,nier,23.58,4,nje,3
7946,nigaud,2.57,6,nigo,4
7947,nihilisme,1.22,9,niilizm,7
7949,nippe,2.43,5,nip,3
7950,nippon,1.22,6,nip&,4
7951,niquer,1.35,6,nike,4
7952,niveau,32.91,6,nivo,4
7953,niveler,1.96,7,niv°le,6
7954,noble,36.15,5,nObl,4
7955,noblement,2.7,9,nObl°m@,7
7956,noblesse,12.64,8,noblEs,6
7957,noce,21.01,4,nOs,3
7958,nocif,1.69,5,nosif,5
7959,noctambule,1.55,10,nOkt@byl,8
7960,nocturne,37.16,8,nOktyRn,7
7961,noeud,24.26,5,n2,2
7962,noir,599.12,4,nwaR,4
7963,noiraud,4.8,7,nwaRo,5
7964,noirceur,3.24,8,nwaRs9R,7
7965,noirci,4.93,6,nwaRsi,6
7966,noircir,10.41,7,nwaRsiR,7
7967,noisetier,3.24,9,nwaz°tje,8
7968,noisette,5.81,8,nwazEt,6
7969,noix,12.23,4,nwa,3
7970,nom,395.0,3,n&,2
7971,nomade,7.97,6,nomad,5
7972,nombre,78.38,6,n&bR,4
7973,nombreux,60.27,8,n&bR2,5
7974,nombril,5.54,7,n&bRil,6
7975,nomenclature,1.01,12,nom@klatyR,10
7976,nomination,3.11,10,nominasj&,9
7977,nommer,62.3,6,nome,4
7978,non,1139.19,3,n&,2
7979,nonchalamment,2.7,13,n&Salam@,8
7980,nonchalance,5.0,11,n&Sal@s,7
7981,nonchalant,7.64,10,n&Sal@,6
7982,nonne,3.72,5,nOn,3
7983,nonobstant,2.97,10,nonOpst@,8
7984,nord,84.19,4,nOR,3
7985,nordique,1.69,8,nORdik,6
7986,normal,65.61,6,nORmal,6
7987,normale,2.5,7,nORmal,6
7988,normalement,12.43,11,nORmal°m@,9
7990,normand,6.42,7,nORm@,5
7991,norme,3.78,5,nORm,4
7992,nos,579.19,3,no,2
7993,nostalgie,20.07,9,nOstalZi,8
7994,nostalgique,5.27,11,nOstalZik,9
7995,notable,11.55,7,notabl,6
7996,notaire,17.23,7,notER,5
7997,notamment,20.2,9,notam@,6
7998,notation,1.08,8,notasj&,7
7999,note,77.43,4,nOt,3
8000,noter,44.53,5,note,4
8001,notice,2.57,6,notis,5
8002,notifier,3.18,8,notifje,7
8003,notion,14.05,6,nosj&,5
8004,notoire,5.81,7,notwaR,6
8005,notre,680.68,5,nOtR,4
8006,nouer,32.5,5,nwe,3
8007,noueux,5.14,6,nw2,3
8008,nougat,2.16,6,nuga,4
8009,nouille,4.26,7,nuj,3
8010,nounou,5.0,6,nunu,4
8011,nounours,2.03,8,nunuRs,6
8012,nourri,7.03,6,nuRi,4
8013,nourrice,8.38,8,nuRis,5
8014,nourricier,2.91,10,nuRisje,7
8015,nourrir,64.53,7,nuRiR,5
8016,nourrissant,1.49,11,nuRis@,6
8017,nourrisson,4.53,10,nuRis&,6
8018,nourriture,31.01,10,nuRityR,7
8019,nous,3867.84,4,nu,2
8020,nouveau,478.04,7,nuvo,4
8021,nouvel,22.23,6,nuvEl,5
8022,nouvelle,172.5,8,nuvEl,5
8023,nouvellement,1.62,12,nuvEl°m@,8
8024,novembre,33.04,8,nov@bR,6
8025,novice,4.06,6,novis,5
8026,noyade,2.43,6,nwajad,6
8027,noyau,9.66,5,nwajo,5
8028,noyer,41.08,5,nwaje,5
8029,nu,189.46,2,ny,2
8030,nuage,76.82,5,n8aZ,4
8031,nuageux,1.28,7,n8aZ2,5
8032,nuance,20.81,6,n8@s,4
8033,nuancer,2.64,7,n8@se,5
8034,nuire,11.22,5,n8iR,4
8035,nuisible,2.23,8,n8izibl,7
8036,nuit,738.24,4,n8i,3
8037,nul,70.14,3,nyl,3
8038,nulle,39.86,5,nyl,3
8039,nullement,14.19,9,nyl°m@,6
8040,nuptial,4.32,7,nypsjal,7
8041,nuque,50.95,5,nyk,3
8042,nurse,3.92,5,n9Rs,4
8043,nylon,6.42,5,nil&,4
8044,nymphe,5.81,6,n5f,3
8045,o,11.49,1,o,1
8046,oasis,6.42,5,oazis,5
8047,objecter,6.49,8,ObZEkte,7
8048,objectif,16.15,8,ObZEktif,8
8049,objection,7.97,9,ObZEksj&,8
8050,objectivement,1.82,13,ObZEktiv°m@,11
8051,objet,124.32,5,ObZE,4
8053,obligation,15.74,10,obligasj&,9
8054,obligatoire,7.97,11,obligatwaR,10
8055,obligatoirement,3.04,15,obligatwaR°m@,13
8056,obligeance,1.62,10,obliZ@s,7
8057,obligeant,1.55,9,obliZ@,6
8058,obliger,107.57,7,obliZe,6
8059,oblique,14.26,7,oblik,5
8060,obliquement,2.23,11,oblik°m@,8
8062,oblong,3.24,6,obl&,4
8063,obnubiler,1.82,9,Obnybile,8
8064,obole,1.22,5,obOl,4
8065,obscur,67.57,6,OpskyR,6
8066,obscurcir,6.69,9,OpskyRsiR,9
8067,observateur,6.08,11,opsERvat9R,10
8068,observation,15.27,11,opsERvasj&,10
8069,observatoire,3.18,12,opsERvatwaR,11
8070,observer,116.01,8,opsERve,7
8071,obsession,11.15,9,Opsesj&,7
8072,obsessionnel,1.15,12,OpsesjonEl,10
8073,obstacle,26.01,8,Opstakl,7
8074,obstination,12.23,11,Opstinasj&,10
8075,obstiner,16.49,8,Opstine,7
8076,obstruer,4.86,8,OpstRye,7
8077,obtenir,80.95,7,Opt°niR,7
8078,obtus,4.66,5,Opty,4
8079,obus,31.82,4,oby,3
8080,occase,5.34,6,okaz,4
8081,occasion,105.74,8,okazj&,6
8082,occasionnel,1.22,11,okazjonEl,9
8083,occasionner,1.69,11,okazjone,8
8084,occident,1.69,8,Oksid@,6
8085,occidental,18.65,10,Oksid@tal,9
8086,occiput,1.69,7,Oksipyt,7
8087,occulte,3.24,7,okylt,5
8088,occulter,1.01,8,okylte,6
8089,occupant,10.07,8,okyp@,5
8090,occupation,30.61,10,okypasj&,8
8091,occuper,219.8,7,okype,5
8092,occurrence,7.43,10,okyR@s,6
8093,ocre,9.19,4,OkR,3
8094,octave,1.82,6,Oktav,5
8095,octobre,36.28,7,OktObR,6
8096,octogonal,1.82,9,Oktogonal,9
8097,octroi,2.03,6,OktRwa,6
8098,octroyer,3.58,8,OktRwaje,8
8099,odalisque,1.28,9,odalisk,7
8100,odeur,195.68,5,od9R,4
8101,odieux,14.32,6,odj2,4
8102,odorant,6.82,7,odoR@,5
8103,odorat,2.57,6,odoRa,5
8104,oeil,1234.59,4,9j,2
8105,oeillade,1.82,8,9jad,4
8106,oeillet,6.08,7,9jE,3
8108,oesophage,1.22,9,2zofaZ,6
8109,oeuf,50.14,4,9f,2
8110,oeuvre,92.23,6,9vR,3
8111,oeuvrer,4.26,7,9vRe,4
8112,offensant,1.01,9,of@s@,5
8113,offense,3.24,7,of@s,4
8114,offenser,6.35,8,of@se,5
8115,offensif,2.36,8,of@sif,6
8116,offensive,12.3,9,of@siv,6
8117,office,25.0,6,ofis,4
8118,officiant,1.62,9,ofisj@,6
8119,officiel,35.54,8,ofisjEl,7
8120,officiellement,7.36,14,ofisjEl°m@,10
8121,officier,85.74,8,ofisje,6
8122,officieux,1.35,9,ofisj2,6
8123,officine,2.64,8,ofisin,6
8124,offrande,6.89,8,ofR@d,5
8125,offre,11.55,5,OfR,3
8126,offrir,213.99,6,ofRiR,5
8127,offusquer,4.93,9,ofyske,6
8128,ogive,3.45,5,oZiv,4
8129,ogre,5.95,4,OgR,3
8130,ogresse,1.89,7,ogREs,5
8131,oh,197.09,2,o,1
8132,oie,9.32,3,wa,2
8133,oignon,15.54,6,ON&,3
8134,oindre,1.62,6,w5dR,4
8135,oiseau,113.04,6,wazo,4
8136,oiseux,2.36,6,waz2,4
8137,oisif,3.31,5,wazif,5
8138,oisillon,1.22,8,wazij&,6
8139,ok,2.37,2,oke,3
8140,olfactif,1.01,8,Olfaktif,8
8141,olive,9.86,5,oliv,4
8142,olivier,12.84,7,olivje,6
8143,olympien,2.03,8,ol5pj5,6
8144,olympique,1.69,9,ol5pik,6
8145,ombilical,1.89,9,&bilikal,8
8146,ombrage,2.64,7,&bRaZ,5
8148,ombrageux,2.84,9,&bRaZ2,6
8149,ombre,233.45,5,&bR,3
8150,ombrelle,4.8,8,&bREl,5
8151,ombrer,2.5,6,&bRe,4
8153,omelette,6.42,8,om°lEt,6
8154,omettre,6.42,7,omEtR,5
8155,omission,2.09,8,omisj&,6
8156,omnibus,1.28,7,Omnibys,7
8157,omnipotent,1.28,10,Omnipot@,8
8158,omnisports,1.28,10,OmnispOR,8
8159,omoplate,5.74,8,omoplat,7
8160,on,4838.38,2,&,1
8161,once,1.89,4,&s,2
8162,oncle,127.7,5,&kl,3
8163,onction,1.28,7,&ksj&,5
8164,onctueux,4.73,8,&kt82,5
8165,onde,17.7,4,&d,2
8166,ondoyant,1.15,8,&dwaj@,6
8168,ondulant,1.55,8,&dyl@,5
8169,ondulation,6.01,10,&dylasj&,8
8170,onduler,12.03,7,&dyle,5
8172,ongle,45.47,5,&gl,3
8173,onguent,1.82,7,&g@,3
8174,onze,41.01,4,&z,2
8175,opaque,13.11,6,opak,4
8177,opiner,4.46,6,opine,5
8178,opinion,44.66,7,opinj&,6
8179,opium,5.61,5,opjOm,5
8180,opportun,2.57,8,opORt1,6
8181,opposant,1.42,8,opoz@,5
8182,opposer,46.01,7,opoze,5
8183,opposition,11.49,10,opozisj&,8
8184,oppressant,3.38,10,opRes@,6
8185,oppresser,4.8,9,opRese,6
8186,oppression,6.82,10,opResj&,7
8187,opprimer,2.03,8,opRime,6
8188,opprobre,1.89,8,opRObR,6
8189,opter,5.14,5,Opte,4
8190,optimisme,6.55,9,Optimizm,8
8191,optimiste,4.19,9,Optimist,8
8192,option,2.09,6,Opsj&,5
8193,optique,4.32,7,Optik,5
8194,opulence,3.31,8,opyl@s,6
8195,opulent,4.39,7,opyl@,5
8196,opus,1.01,4,opys,4
8197,or,72.84,2,OR,2
8198,oracle,2.77,6,oRakl,5
8199,orage,35.41,5,oRaZ,4
8200,orageux,4.12,7,oRaZ2,5
8201,oraison,3.65,7,oREz&,5
8202,oral,4.66,4,oRal,4
8203,orange,29.73,6,oR@Z,4
8204,orangeade,2.03,9,oR@Zad,6
8205,oranger,6.76,7,oR@Ze,5
8206,orateur,5.34,7,oRat9R,6
8207,oratoire,3.25,8,oRatwaR,7
8208,orbe,1.22,4,ORb,3
8209,orbite,8.31,6,ORbit,5
8210,orchestre,19.73,9,ORkEstR,7
8211,orchestrer,1.08,10,ORkEstRe,8
8212,ordinaire,54.73,9,ORdinER,7
8213,ordinairement,2.7,13,ORdinER°m@,10
8214,ordinateur,4.26,10,ORdinat9R,9
8215,ordonnance,23.65,10,ORdon@s,7
8216,ordonner,35.68,8,ORdone,6
8217,ordre,235.34,5,ORdR,4
8218,ordure,26.55,6,ORdyR,5
8219,ordurier,2.97,8,ORdyRje,7
8220,oreille,194.12,7,oREj,4
8221,oreiller,33.72,8,oReje,5
8222,oreillette,1.08,10,oREjEt,6
8223,organdi,1.22,7,ORg@di,6
8224,organe,15.68,6,ORgan,5
8225,organique,2.77,9,ORganik,7
8226,organisateur,3.24,12,ORganizat9R,11
8227,organisation,39.12,12,ORganizasj&,11
8228,organiser,47.16,9,ORganize,8
8229,organisme,10.81,9,ORganizm,8
8230,organiste,1.01,9,ORganist,8
8231,orgasme,3.38,7,ORgasm,6
8232,orge,3.72,4,ORZ,3
8233,orgie,3.72,5,ORZi,4
8234,orgue,8.31,5,ORg,3
8235,orgueil,33.45,7,ORg9j,5
8236,orgueilleux,11.01,11,ORg9j2,6
8237,orient,3.78,6,oRj@,4
8238,oriental,16.21,8,oRj@tal,7
8239,orientation,6.89,11,oRj@tasj&,9
8240,orienter,11.89,8,oRj@te,6
8241,orifice,4.05,7,oRifis,6
8242,oriflamme,2.84,9,oRiflam,7
8243,originaire,5.41,10,oRiZinER,8
8244,original,14.86,8,oRiZinal,8
8245,origine,46.82,7,oRiZin,6
8246,originel,6.49,8,oRiZinEl,8
8247,orme,3.58,4,ORm,3
8248,ormeau,1.08,6,ORmo,4
8249,ornement,7.03,8,ORn°m@,6
8250,orner,31.15,5,ORne,4
8251,orphelin,16.02,8,ORf°l5,6
8252,orphelinat,3.18,10,ORf°lina,8
8253,orteil,9.12,6,ORtEj,5
8254,orthodoxe,5.95,9,ORtodOks,8
8255,orthodoxie,1.42,10,ORtodOksi,9
8256,orthographe,5.88,11,ORtogRaf,8
8257,ortie,6.82,5,ORti,4
8258,ortolan,1.89,7,ORtol@,6
8259,os,49.73,2,Os,2
8260,oscillation,1.96,11,osijasj&,8
8261,osciller,13.11,8,osije,5
8262,oseille,4.32,7,ozEj,4
8263,oser,155.54,4,oze,3
8264,osier,12.64,5,ozje,4
8265,osmose,1.08,6,Osmoz,5
8266,ossature,1.62,8,osatyR,6
8268,ossement,3.78,8,Os°m@,5
8269,osseux,9.32,6,os2,3
8270,ostensiblement,4.66,14,Ost@sibl°m@,11
8271,ostensoir,1.62,9,Ost@swaR,8
8272,ostentation,3.38,11,Ost@tasj&,9
8273,ostentatoire,1.42,12,Ost@tatwaR,10
8274,ostracisme,1.08,10,OstRasizm,9
8275,otage,5.74,5,otaZ,4
8276,otarie,1.15,6,otaRi,5
8277,ottoman,1.35,7,otom@,5
8278,ou,2429.86,2,u,1
8279,ouah,1.28,4,wa,2
8280,ouaille,1.15,7,waj,3
8281,ouais,39.05,5,wE,2
8282,ouate,3.72,5,wat,3
8283,oubli,29.93,5,ubli,4
8284,oublie,1.28,6,ubli,4
8285,oublier,286.96,7,ublije,6
8286,oubliette,1.62,9,ublijEt,7
8287,oublieux,2.23,8,ublij2,6
8288,ouest,32.5,5,wEst,4
8289,ouf,7.03,3,uf,2
8290,ouh,1.28,3,u,1
8291,oui,637.57,3,wi,2
8292,ouiche,1.96,6,wiS,3
8294,ouille,1.69,6,uj,2
8295,ouragan,4.19,7,uRag@,5
8296,ourdir,1.55,6,uRdiR,5
8298,ourlet,3.11,6,uRlE,4
8299,ours,17.91,4,uRs,3
8300,oursin,2.03,6,uRs5,4
8301,ouste,1.82,5,ust,3
8302,outil,30.88,5,uti,3
8303,outillage,2.7,9,utijaZ,6
8304,outrage,5.14,7,utRaZ,5
8305,outrager,4.66,8,utRaZe,6
8306,outrageusement,1.35,14,utRaZ2z°m@,10
8307,outrance,3.51,8,utR@s,5
8308,outre,34.59,5,utR,3
8309,outremer,1.01,8,utR°mER,7
8311,ouvert,132.36,6,uvER,4
8312,ouvertement,6.96,11,uvERt°m@,8
8313,ouverture,26.69,9,uvERtyR,7
8314,ouvrable,1.35,8,uvRabl,6
8315,ouvrage,37.3,7,uvRaZ,5
8316,ouvrant,4.4,7,uvR@,4
8317,ouvreur,2.36,7,uvR9R,5
8318,ouvrier,67.23,7,uvRije,6
8319,ouvrir,492.5,6,uvRiR,5
8320,ouzo,2.36,4,uzo,3
8321,ovaire,1.35,6,ovER,4
8322,ovale,13.92,5,oval,4
8323,ovation,2.5,7,ovasj&,6
8324,overdose,1.28,8,Ov9Rdoz,7
8325,pa,2.43,2,pa,2
8326,pacha,11.96,5,paSa,4
8327,pachyderme,1.01,10,paSidERm,8
8328,pacifier,2.3,8,pasifje,7
8329,pacifique,4.26,9,pasifik,7
8330,pacotille,3.24,9,pakotij,7
8331,pacte,11.89,5,pakt,4
8332,pactiser,1.42,8,paktize,7
8333,paddock,2.64,7,padOk,5
8334,paf,2.23,3,paf,3
8335,pagaie,1.08,6,pagE,4
8336,pagaille,4.8,8,pagaj,5
8337,pagayer,1.08,7,pageje,6
8338,page,115.54,4,paZ,3
8339,pageot,2.09,6,paZo,4
8340,pagne,1.69,5,paN,3
8341,pagode,2.84,6,pagOd,5
8342,paie,2.03,4,pE,2
8343,paiement,2.03,8,pEm@,4
8344,paillasse,8.78,9,pajas,5
8345,paillasson,4.39,10,pajas&,6
8346,paille,46.62,6,paj,3
8348,paillette,5.14,9,pajEt,5
8349,paillote,1.22,8,pajOt,5
8350,pain,105.41,4,p5,2
8351,pair,8.51,4,pER,3
8352,paire,32.84,5,pER,3
8353,paisible,36.42,8,pezibl,6
8354,paisiblement,9.12,12,pezibl°m@,9
8355,paix,103.72,4,pE,2
8356,palabre,3.51,7,palabR,6
8357,palabrer,2.03,8,palabRe,7
8358,palace,7.77,6,palas,5
8359,palais,58.72,6,palE,4
8360,palazzo,1.62,7,paladzo,7
8361,pale,1.62,4,pal,3
8362,palefrenier,1.01,11,pal°fR°nje,10
8363,paletot,2.03,7,pal°to,6
8364,palette,5.68,7,palEt,5
8365,palier,29.8,6,palje,5
8366,palissade,5.34,9,palisad,7
8367,pallier,1.01,7,palje,5
8368,palme,9.53,5,palm,4
8369,palmeraie,1.28,9,palm°Re,7
8370,palmier,14.26,7,palmje,6
8371,palpable,2.77,8,palpabl,7
8372,palper,13.04,6,palpe,5
8373,palpitant,6.82,9,palpit@,7
8374,palpitation,3.65,11,palpitasj&,10
8375,palpiter,10.41,8,palpite,7
8376,paluche,5.47,7,palyS,5
8377,paludisme,1.35,9,palydizm,8
8378,pamphlet,1.42,8,p@flE,5
