"word","pron","lemme","freq","islem","len","phlen","voisorth","voisphon","syll","nbsyll","Moy_Consistance_GP","Min_Consistance_GP","Nb_Irregular_GP","Pos_Irregular_GP","Moy_Consistance_PG","Min_Consistance_PG","Nb_Irregular_PG","Pos_Irregular_PG","Decom_GP"
"!localiser!","!lokalize!","localiser",2.84,1,11,10,3,7,"lo-ka-li-ze",4,"0,82","0,51","0","0","0,82","0,32","1","8","l-l.o-o.c-k.a-a.l-l.i-i.s-z.er-e"
"!localité!","!lokalite!","localité",1.55,1,10,10,1,2,"lo-ka-li-te",4,"0,88","0,64","0","0","0,83","0,42","0","0","l-l.o-o.c-k.a-a.l-l.i-i.t-t.é-e"
"!locataire!","!lokatER!","locataire",14.46,1,11,9,0,1,"lo-ka-tER",3,"0,89","0,64","0","0","0,73","0,15","1","6","l-l.o-o.c-k.a-a.t-t.ai-E.r-R.e-#"
"!location!","!lokasj&!","location",5.34,1,10,9,2,2,"lo-ka-sj§",3,"0,66","0,07","2","5","0,67","0,1","2","5","l-l.o-o.c-k.a-a.t-s.i-j.on-§"
"!loche!","!lOS!","loche",1.08,1,7,5,10,20,"lOS",1,"0,81","0,3","1","2","0,84","0,4","0","0","l-l.o-O.ch-S.e-#"
"!loco!","!loko!","loco",1.08,1,6,6,6,10,"lo-ko",2,"0,83","0,64","0","0","0,8","0,6","0","0","l-l.o-o.c-k.o-o"
"!loco!","!loko!","loco",1.35,1,6,6,6,10,"lo-ko",2,"0,83","0,64","0","0","0,8","0,6","0","0","l-l.o-o.c-k.o-o"
"!locomotive!","!lokomotiv!","locomotive",13.11,1,12,11,0,0,"lo-ko-mo-tiv",4,"0,84","0,64","0","0","0,84","0,4","0","0","l-l.o-o.c-k.o-o.m-m.o-o.t-t.i-i.v-v.e-#"
"!locution!","!lokysj&!","locution",1.01,1,10,9,1,1,"lo-ky-sj§",3,"0,65","0,07","2","5","0,68","0,1","2","5","l-l.o-o.c-k.u-y.t-s.i-j.on-§"
"!loge!","!lOZ!","loge",22.36,1,6,5,11,16,"lOZ",1,"0,77","0,3","1","2","0,99","0,98","0","0","l-l.o-O.ge-Z"
"!logement!","!lOZ°m@!","logement",13.65,1,10,8,0,0,"lO-Z°-m@",3,"0,61","0,3","3","2","0,82","0,34","1","6","l-l.o-O.g-Z.e-°.m-m.ent-@"
"!loger!","!loZe!","loger",26.42,1,7,6,10,16,"lo-Ze",2,"0,79","0,47","1","3","0,73","0,32","1","4","l-l.o-o.g-Z.er-e"
"!logeur!","!loZ9R!","logeur",3.72,1,8,7,1,2,"lo-Z9R",2,"0,75","0,47","1","3","0,89","0,7","0","0","l-l.o-o.g-Z.eu-9.r-R"
"!loggia!","!lOdZja!","loggia",3.85,1,8,8,0,0,"lOd-Zja",2,"0,52","0,04","3","2","0,75","0,18","1","3","l-l.o-O.gg-dZ.i-j.a-a"
"!logique!","!loZik!","logique",12.03,1,9,7,0,0,"lo-Zik",2,"0,82","0,47","1","3","0,71","0,3","1","5","l-l.o-o.g-Z.i-i.qu-k.e-#"
"!logique!","!loZik!","logique",12.97,1,9,7,0,0,"lo-Zik",2,"0,82","0,47","1","3","0,71","0,3","1","5","l-l.o-o.g-Z.i-i.qu-k.e-#"
"!logiquement!","!loZik°m@!","logiquement",3.24,1,13,10,0,0,"lo-Zi-k°-m@",4,"0,72","0,34","2","3","0,76","0,3","2","5","l-l.o-o.g-Z.i-i.qu-k.e-°.m-m.ent-@"
"!logis!","!loZi!","logis",12.84,1,7,6,8,5,"lo-Zi",2,"0,78","0,47","1","3","0,74","0,18","1","5","l-l.o-o.g-Z.i-i.s-#"
"!logé!","!loZe!","logé",1.76,1,6,6,5,16,"lo-Ze",2,"0,79","0,47","1","3","0,75","0,42","0","0","l-l.o-o.g-Z.é-e"
"!loi!","!lwa!","loi",72.3,1,5,5,13,20,"lwa",1,"1","1","0","0","0,99","0,97","0","0","l-l.oi-wa"
"!loin!","!lw5!","loin",452.36,1,6,5,5,13,"lw5",1,"1","1","0","0","1","1","0","0","l-l.oin-w5"
"!lointain!","!lw5t5!","lointain",91.96,1,10,7,0,0,"lw5-t5",2,"0,98","0,93","0","0","0,76","0,12","1","4","l-l.oin-w5.t-t.ain-5"
"!lointain!","!lw5t5!","lointain",13.45,1,10,7,0,0,"lw5-t5",2,"0,98","0,93","0","0","0,76","0,12","1","4","l-l.oin-w5.t-t.ain-5"
"!loir!","!lwaR!","loir",1.62,1,6,6,6,15,"lwaR",1,"1","1","0","0","0,99","0,97","0","0","l-l.oi-wa.r-R"
"!loisir!","!lwaziR!","loisir",20.81,1,8,8,1,2,"lwa-ziR",2,"0,85","0,51","0","0","0,97","0,95","0","0","l-l.oi-wa.s-z.i-i.r-R"
"!long!","!l&!","long",444.86,1,6,4,4,28,"l§",1,"0,77","0,31","1","3","0,6","0","1","3","l-l.on-§.g-#"
"!long!","!l&!","long",171.35,1,6,4,4,28,"l§",1,"0,77","0,31","1","3","0,6","0","1","3","l-l.on-§.g-#"
"!longe!","!l&Z!","longe",1.35,1,7,5,6,10,"l§Z",1,"1","1","0","0","0,93","0,8","0","0","l-l.on-§.ge-Z"
"!longer!","!l&Ze!","longer",34.32,1,8,6,7,13,"l§-Ze",2,"0,87","0,47","1","3","0,71","0,32","1","4","l-l.on-§.g-Z.er-e"
"!longtemps!","!l&t@!","longtemps",335.54,1,11,6,0,5,"l§-t@",2,"0,82","0","1","3","0,46","0","3","3","l-l.on-§.g-#.t-t.em-@.ps-#"
"!longue!","!l&g!","longue",15.95,1,8,5,2,11,"l§g",1,"0,99","0,95","0","0","0,6","0,21","1","3","l-l.on-§.gu-g.e-#"
"!longuement!","!l&g°m@!","longuement",58.45,1,12,8,0,0,"l§-g°-m@",3,"0,8","0,34","1","6","0,71","0,21","2","3","l-l.on-§.gu-g.e-°.m-m.ent-@"
"!longueur!","!l&g9R!","longueur",28.45,1,10,7,1,2,"l§-g9R",2,"0,9","0,57","0","0","0,78","0,21","1","3","l-l.on-§.gu-g.eu-9.r-R"
"!look!","!luk!","look",1.96,1,6,5,1,15,"luk",1,"0,89","0,66","0","0","0,42","0,01","2","2","l-l.oo-u.k-k"
"!lope!","!lOp!","lope",1.69,1,6,5,10,22,"lOp",1,"0,82","0,3","1","2","0,81","0,4","0","0","l-l.o-O.p-p.e-#"
"!loquace!","!lokas!","loquace",2.43,1,9,7,0,4,"lo-kas",2,"0,84","0,35","1","5","0,63","0,21","2","3","l-l.o-o.qu-k.a-a.c-s.e-#"
"!loque!","!lOk!","loque",9.66,1,7,5,8,23,"lOk",1,"0,82","0,3","1","2","0,67","0,3","1","3","l-l.o-O.qu-k.e-#"
"!loquedu!","!lOk°dy!","loquedu",2.5,1,9,8,0,0,"lO-k°-dy",3,"0,8","0,3","1","2","0,82","0,3","1","3","l-l.o-O.qu-k.e-°.d-d.u-y"
"!loquet!","!lokE!","loquet",4.39,1,8,6,5,12,"lo-kE",2,"0,92","0,7","0","0","0,55","0,02","2","3","l-l.o-o.qu-k.et-E"
"!loqueteux!","!lOk°t2!","loqueteux",1.89,1,11,8,0,1,"lO-k°-t2",3,"0,73","0,3","2","2","0,73","0,02","2","3","l-l.o-O.qu-k.e-°.t-t.eu-2.x-#"
"!lord!","!lORd!","lord",7.57,1,6,6,8,9,"lORd",1,"0,61","0,13","2","2","0,99","0,97","0","0","l-l.o-O.r-R.d-d"
"!lorgner!","!lORNe!","lorgner",7.09,1,9,7,1,4,"lOR-Ne",2,"0,86","0,3","1","2","0,85","0,32","1","5","l-l.o-O.r-R.gn-N.er-e"
"!lorgnette!","!lORNEt!","lorgnette",2.09,1,11,8,0,1,"lOR-NEt",2,"0,81","0,3","2","2","0,72","0,07","1","6","l-l.o-O.r-R.gn-N.e-E.tt-t.e-#"
"!lorgnon!","!lORN&!","lorgnon",5.41,1,9,7,0,4,"lOR-N§",2,"0,86","0,3","1","2","0,86","0,35","1","5","l-l.o-O.r-R.gn-N.on-§"
"!loriot!","!loRjo!","loriot",2.36,1,8,7,0,1,"lo-Rjo",2,"0,74","0,24","1","4","0,76","0,01","1","6","l-l.o-o.r-R.i-j.o-o.t-#"
"!lorrain!","!loR5!","lorrain",1.49,1,9,6,0,5,"lo-R5",2,"0,92","0,7","0","0","0,51","0,03","2","3","l-l.o-o.rr-R.ain-5"
"!lors!","!lOR!","lors",70.27,1,6,5,12,25,"lOR",1,"0,82","0,3","1","2","0,78","0,18","1","4","l-l.o-O.r-R.s-#"
"!lorsque!","!lORsk°!","lorsque",207.09,1,9,8,0,0,"lOR-sk°",2,"0,63","0","3","2","0,77","0,3","1","5","l-l.o-O.r-R.s-s.qu-k.e-°"
"!los!","!lo!","los",2.77,1,5,4,16,25,"lo",1,"0,89","0,7","0","0","0,69","0,18","1","3","l-l.o-o.s-#"
"!losange!","!loz@Z!","losange",3.92,1,9,7,2,0,"lo-z@Z",2,"0,84","0,51","0","0","0,87","0,51","0","0","l-l.o-o.s-z.an-@.ge-Z"
"!lot!","!lo!","lot",17.16,1,5,4,17,25,"lo",1,"0,84","0,7","0","0","0,63","0,01","1","3","l-l.o-o.t-#"
"!loterie!","!lOt°Ri!","loterie",4.86,1,9,8,3,4,"lO-t°-Ri",3,"0,79","0,3","1","2","0,89","0,4","0","0","l-l.o-O.t-t.e-°.r-R.i-i.e-#"
"!loti!","!loti!","loti",1.22,1,6,6,3,6,"lo-ti",2,"0,91","0,7","0","0","0,81","0,44","0","0","l-l.o-o.t-t.i-i"
"!lotissement!","!lotis°m@!","lotissement",1.01,1,13,10,0,0,"lo-ti-s°-m@",4,"0,78","0,34","1","8","0,78","0,27","2","5","l-l.o-o.t-t.i-i.ss-s.e-°.m-m.ent-@"
"!loto!","!loto!","loto",1.35,1,6,6,9,12,"lo-to",2,"0,91","0,7","0","0","0,88","0,73","0","0","l-l.o-o.t-t.o-o"
"!lotus!","!lotys!","lotus",1.08,1,7,7,5,2,"lo-tys",2,"0,71","0,03","1","5","0,93","0,87","0","0","l-l.o-o.t-t.u-y.s-s"
"!louable!","!lwabl!","louable",1.89,1,9,7,1,1,"lwabl",1,"0,84","0,08","1","2","0,86","0,4","0","0","l-l.ou-w.a-a.b-b.l-l.e-#"
"!louange!","!lw@Z!","louange",6.35,1,9,6,2,1,"lw@Z",1,"0,77","0,08","1","2","0,85","0,51","0","0","l-l.ou-w.an-@.ge-Z"
"!loubard!","!lubaR!","loubard",3.04,1,9,7,1,1,"lu-baR",2,"0,96","0,87","0","0","0,82","0,01","1","6","l-l.ou-u.b-b.a-a.r-R.d-#"
"!louche!","!luS!","louche",9.05,1,8,5,8,18,"luS",1,"0,96","0,92","0","0","0,83","0,4","0","0","l-l.ou-u.ch-S.e-#"
"!louche!","!luS!","louche",4.12,1,8,5,8,18,"luS",1,"0,96","0,92","0","0","0,83","0,4","0","0","l-l.ou-u.ch-S.e-#"
"!loucher!","!luSe!","loucher",6.35,1,9,6,8,16,"lu-Se",2,"0,96","0,92","0","0","0,81","0,32","1","4","l-l.ou-u.ch-S.er-e"
"!louer!","!lwe!","louer",29.46,1,7,5,13,15,"lwe",1,"0,69","0,08","1","2","0,74","0,32","1","3","l-l.ou-w.er-e"
"!loueur!","!lw9R!","loueur",1.62,1,8,6,3,6,"lw9R",1,"0,66","0,08","1","2","0,95","0,87","0","0","l-l.ou-w.eu-9.r-R"
"!louf!","!luf!","louf",1.55,1,6,5,7,15,"luf",1,"0,97","0,92","0","0","0,97","0,95","0","0","l-l.ou-u.f-f"
"!loufiat!","!lufja!","loufiat",6.76,1,9,7,1,1,"lu-fja",2,"0,83","0,24","1","4","0,73","0,01","1","6","l-l.ou-u.f-f.i-j.a-a.t-#"
"!louis!","!lwi!","louis",5.07,1,7,5,7,10,"lwi",1,"0,7","0,08","1","2","0,76","0,18","1","4","l-l.ou-w.i-i.s-#"
"!loukoum!","!lukum!","loukoum",2.57,1,9,7,0,1,"lu-kum",2,"0,97","0,92","0","0","0,78","0,02","1","3","l-l.ou-u.k-k.ou-u.m-m"
"!loulou!","!lulu!","loulou",19.32,1,8,6,1,2,"lu-lu",2,"0,98","0,92","0","0","0,94","0,88","0","0","l-l.ou-u.l-l.ou-u"
"!loup!","!lu!","loup",44.39,1,6,4,7,29,"lu",1,"0,7","0,19","1","3","0,65","0","1","3","l-l.ou-u.p-#"
"!loupe!","!lup!","loupe",5.47,1,7,5,10,17,"lup",1,"0,98","0,92","0","0","0,81","0,4","0","0","l-l.ou-u.p-p.e-#"
"!louper!","!lupe!","louper",9.46,1,8,6,5,10,"lu-pe",2,"0,98","0,92","0","0","0,79","0,32","1","4","l-l.ou-u.p-p.er-e"
"!loupiote!","!lupjOt!","loupiote",1.01,1,10,8,1,1,"lu-pjOt",2,"0,77","0,24","2","4","0,85","0,4","0","0","l-l.ou-u.p-p.i-j.o-O.t-t.e-#"
"!lourd!","!luR!","lourd",145.88,1,7,5,2,23,"luR",1,"0,95","0,87","0","0","0,73","0,01","1","4","l-l.ou-u.r-R.d-#"
"!lourd!","!luR!","lourd",21.35,1,7,5,2,23,"luR",1,"0,95","0,87","0","0","0,73","0,01","1","4","l-l.ou-u.r-R.d-#"
"!lourd!","!luR!","lourd",12.64,1,7,5,2,23,"luR",1,"0,95","0,87","0","0","0,73","0,01","1","4","l-l.ou-u.r-R.d-#"
"!lourdement!","!luRd°m@!","lourdement",14.66,1,12,9,1,1,"luR-d°-m@",3,"0,83","0,34","1","7","0,88","0,34","1","7","l-l.ou-u.r-R.d-d.e-°.m-m.ent-@"
"!lourder!","!luRde!","lourder",1.69,1,9,7,1,5,"luR-de",2,"0,98","0,92","0","0","0,85","0,32","1","5","l-l.ou-u.r-R.d-d.er-e"
"!lourdeur!","!luRd9R!","lourdeur",5.47,1,10,8,0,0,"luR-d9R",2,"0,91","0,57","0","0","0,97","0,87","0","0","l-l.ou-u.r-R.d-d.eu-9.r-R"
"!loustic!","!lustik!","loustic",1.49,1,9,8,0,1,"lus-tik",2,"0,82","0,49","1","3","0,79","0,38","0","0","l-l.ou-u.s-s.t-t.i-i.c-k"
"!loutre!","!lutR!","loutre",1.62,1,8,6,4,6,"lutR",1,"0,97","0,92","0","0","0,85","0,4","0","0","l-l.ou-u.t-t.r-R.e-#"
"!louvet!","!luvE!","louvet",2.91,1,8,6,3,10,"lu-vE",2,"0,98","0,92","0","0","0,74","0,02","1","4","l-l.ou-u.v-v.et-E"
"!louveteau!","!luv°to!","louveteau",2.36,1,11,8,0,0,"lu-v°-to",3,"0,9","0,53","0","0","0,85","0,22","1","6","l-l.ou-u.v-v.e-°.t-t.eau-o"
"!louvoyer!","!luvwaje!","louvoyer",2.97,1,10,9,1,5,"lu-vwa-je",3,"0,98","0,92","0","0","0,85","0,32","1","5","l-l.ou-u.v-v.oy-waj.er-e"
"!loué!","!lwe!","loué",1.82,1,6,5,13,15,"lwe",1,"0,69","0,08","1","2","0,78","0,42","0","0","l-l.ou-w.é-e"
"!lover!","!love!","lover",7.03,1,7,6,7,11,"lo-ve",2,"0,92","0,7","0","0","0,8","0,32","1","4","l-l.o-o.v-v.er-e"
"!loyal!","!lwajal!","loyal",7.36,1,7,8,2,1,"lwa-jal",2,"0,99","0,97","0","0","0,99","0,97","0","0","l-l.oy-waj.a-a.l-l"
"!loyalement!","!lwajal°m@!","loyalement",1.42,1,12,11,2,1,"lwa-ja-l°-m@",4,"0,84","0,34","1","7","0,88","0,34","1","7","l-l.oy-waj.a-a.l-l.e-°.m-m.ent-@"
"!loyalisme!","!lwajalizm!","loyalisme",1.15,1,11,11,1,0,"lwa-ja-lizm",3,"0,91","0,51","0","0","0,89","0,4","0","0","l-l.oy-waj.a-a.l-l.i-i.s-z.m-m.e-#"
"!loyauté!","!lwajote!","loyauté",3.11,1,9,9,2,2,"lwa-jo-te",3,"0,98","0,93","0","0","0,69","0,09","1","3","l-l.oy-waj.au-o.t-t.é-e"
"!loyer!","!lwaje!","loyer",6.49,1,7,7,10,8,"lwa-je",2,"1","1","0","0","0,77","0,32","1","3","l-l.oy-waj.er-e"
"!lu!","!ly!","lu",3.11,1,4,4,19,26,"ly",1,"0,99","0,98","0","0","0,83","0,66","0","0","l-l.u-y"
"!lubie!","!lybi!","lubie",2.77,1,7,6,1,4,"ly-bi",2,"0,92","0,75","0","0","0,87","0,4","0","0","l-l.u-y.b-b.i-i.e-#"
"!lubrique!","!lybRik!","lubrique",3.31,1,10,8,1,2,"ly-bRik",2,"0,94","0,75","0","0","0,8","0,3","1","6","l-l.u-y.b-b.r-R.i-i.qu-k.e-#"
"!lucarne!","!lykaRn!","lucarne",10,1,9,8,0,0,"ly-kaRn",2,"0,93","0,64","0","0","0,81","0,4","0","0","l-l.u-y.c-k.a-a.r-R.n-n.e-#"
"!lucide!","!lysid!","lucide",12.43,1,8,7,1,1,"ly-sid",2,"0,83","0,35","1","3","0,76","0,21","1","3","l-l.u-y.c-s.i-i.d-d.e-#"
"!lucidité!","!lysidite!","lucidité",10.95,1,10,10,0,0,"ly-si-di-te",4,"0,83","0,35","1","3","0,8","0,21","1","3","l-l.u-y.c-s.i-i.d-d.i-i.t-t.é-e"
"!luciole!","!lysjOl!","luciole",2.3,1,9,8,0,0,"ly-sjOl",2,"0,68","0,24","3","3","0,76","0,21","1","3","l-l.u-y.c-s.i-j.o-O.l-l.e-#"
"!luette!","!lyEt!","luette",1.28,1,8,6,3,1,"l8Et",1,"0,69","0,08","2","2","0,61","0,07","1","4","l-l.u-8.e-E.tt-t.e-#"
"!lueur!","!ly9R!","lueur",64.19,1,7,6,3,5,"l89R",1,"0,66","0,08","1","2","0,97","0,87","0","0","l-l.u-8.eu-9.r-R"
"!luge!","!lyZ!","luge",1.55,1,6,5,7,12,"lyZ",1,"0,96","0,89","0","0","0,99","0,99","0","0","l-l.u-y.ge-Z"
"!lugubre!","!lygybR!","lugubre",10.41,1,9,8,0,0,"ly-gybR",2,"0,89","0,52","0","0","0,87","0,4","0","0","l-l.u-y.g-g.u-y.b-b.r-R.e-#"
"!luire!","!lyiR!","luire",37.43,1,7,6,5,6,"l8iR",1,"1","1","0","0","0,84","0,4","0","0","l-l.ui-8i.r-R.e-#"
"!luisance!","!lyiz@s!","luisance",1.08,1,10,8,2,2,"l8i-z@s",2,"0,81","0,35","1","5","0,68","0,21","1","5","l-l.ui-8i.s-z.an-@.c-s.e-#"
"!luisant!","!lyiz@!","luisant",28.51,1,9,7,5,4,"l8i-z@",2,"0,88","0,51","0","0","0,9","0,64","0","0","l-l.ui-8i.s-z.ant-@"
"!luisant!","!lyiz@!","luisant",2.64,1,9,7,5,4,"l8i-z@",2,"0,88","0,51","0","0","0,9","0,64","0","0","l-l.ui-8i.s-z.ant-@"
"!lumignon!","!lymiN&!","lumignon",2.09,1,10,8,0,0,"ly-mi-N§",3,"0,94","0,75","0","0","0,87","0,35","1","6","l-l.u-y.m-m.i-i.gn-N.on-§"
"!lumineux!","!lymin2!","lumineux",39.46,1,10,8,0,0,"ly-mi-n2",3,"0,86","0,43","1","6","0,79","0,02","1","7","l-l.u-y.m-m.i-i.n-n.eu-2.x-#"
"!luminosité!","!lyminozite!","luminosité",2.03,1,12,12,0,0,"ly-mi-no-zi-te",5,"0,85","0,51","0","0","0,87","0,42","0","0","l-l.u-y.m-m.i-i.n-n.o-o.s-z.i-i.t-t.é-e"
"!lumière!","!lymjER!","lumière",274.26,1,9,8,1,1,"ly-mjER",2,"0,87","0,24","1","4","0,75","0,16","1","5","l-l.u-y.m-m.i-j.è-E.r-R.e-#"
"!lunaire!","!lynER!","lunaire",4.66,1,9,7,1,4,"ly-nER",2,"0,96","0,89","0","0","0,71","0,15","1","4","l-l.u-y.n-n.ai-E.r-R.e-#"
"!lunatique!","!lynatik!","lunatique",1.15,1,11,9,0,0,"ly-na-tik",3,"0,94","0,75","0","0","0,79","0,3","1","7","l-l.u-y.n-n.a-a.t-t.i-i.qu-k.e-#"
"!lunch!","!l9ntS!","lunch",1.22,1,7,7,2,0,"l9ntS",1,"0,53","0,01","2","2","0,7","0,03","1","2","l-l.u-9.n-n.ch-tS"
"!lundi!","!l5di!","lundi",24.46,1,7,6,0,2,"l1-di",2,"0,96","0,83","0","0","0,84","0,44","0","0","l-l.un-1.d-d.i-i"
"!lune!","!lyn!","lune",66.69,1,6,5,10,11,"lyn",1,"0,97","0,89","0","0","0,79","0,4","0","0","l-l.u-y.n-n.e-#"
"!lunette!","!lynEt!","lunette",75.27,1,9,7,2,2,"ly-nEt",2,"0,88","0,38","1","4","0,64","0,07","1","5","l-l.u-y.n-n.e-E.tt-t.e-#"
"!lunule!","!lynyl!","lunule",1.01,1,8,7,0,0,"ly-nyl",2,"0,96","0,89","0","0","0,84","0,4","0","0","l-l.u-y.n-n.u-y.l-l.e-#"
"!lustral!","!lystRal!","lustral",1.35,1,9,9,1,1,"lys-tRal",2,"0,9","0,49","1","3","0,89","0,38","0","0","l-l.u-y.s-s.t-t.r-R.a-a.l-l"
"!lustre!","!lystR!","lustre",15.14,1,8,7,3,1,"lystR",1,"0,88","0,49","1","3","0,78","0,38","0","0","l-l.u-y.s-s.t-t.r-R.e-#"
"!lustrer!","!lystRe!","lustrer",2.43,1,9,8,1,3,"lys-tRe",2,"0,88","0,49","1","3","0,76","0,32","1","6","l-l.u-y.s-s.t-t.r-R.er-e"
"!lustré!","!lystRe!","lustré",2.23,1,8,8,2,3,"lys-tRe",2,"0,88","0,49","1","3","0,78","0,38","0","0","l-l.u-y.s-s.t-t.r-R.é-e"
"!lut!","!ly!","lut",1.89,1,5,4,20,26,"ly",1,"1","1","0","0","0,54","0,08","1","2","l-l.ut-y"
"!luth!","!lyt!","luth",1.62,1,6,5,2,20,"lyt",1,"0,9","0,82","0","0","0,68","0,06","1","3","l-l.u-y.th-t"
"!lutin!","!lyt5!","lutin",1.01,1,7,6,4,11,"ly-t5",2,"0,95","0,89","0","0","0,82","0,37","1","4","l-l.u-y.t-t.in-5"
"!lutiner!","!lytine!","lutiner",1.15,1,9,8,2,5,"ly-ti-ne",3,"0,93","0,75","0","0","0,82","0,32","1","6","l-l.u-y.t-t.i-i.n-n.er-e"
"!lutrin!","!lytR5!","lutrin",1.35,1,8,7,0,1,"ly-tR5",2,"0,96","0,89","0","0","0,85","0,37","1","5","l-l.u-y.t-t.r-R.in-5"
"!lutte!","!lyt!","lutte",41.82,1,7,5,7,20,"lyt",1,"0,97","0,89","0","0","0,61","0,07","1","3","l-l.u-y.tt-t.e-#"
"!lutter!","!lyte!","lutter",48.78,1,8,6,7,15,"ly-te",2,"0,97","0,89","0","0","0,59","0,07","2","3","l-l.u-y.tt-t.er-e"
"!lutteur!","!lyt9R!","lutteur",3.78,1,9,7,1,4,"ly-t9R",2,"0,89","0,57","0","0","0,79","0,07","1","3","l-l.u-y.tt-t.eu-9.r-R"
"!luxe!","!lyks!","luxe",38.85,1,6,6,5,4,"lyks",1,"0,91","0,74","0","0","0,82","0,4","0","0","l-l.u-y.x-ks.e-#"
"!luxueux!","!lyksy2!","luxueux",7.43,1,9,8,0,0,"lyk-s82",2,"0,68","0,08","2","4","0,79","0,02","1","6","l-l.u-y.x-ks.u-8.eu-2.x-#"
"!luxure!","!lyksyR!","luxure",2.3,1,8,8,0,0,"lyk-syR",2,"0,92","0,74","0","0","0,87","0,4","0","0","l-l.u-y.x-ks.u-y.r-R.e-#"
"!luxuriant!","!lyksyRj@!","luxuriant",1.62,1,11,10,0,1,"lyk-sy-Rj@",3,"0,82","0,24","1","6","0,9","0,64","0","0","l-l.u-y.x-ks.u-y.r-R.i-j.ant-@"
"!luzerne!","!lyzERn!","luzerne",3.04,1,9,8,0,0,"ly-zERn",2,"0,89","0,38","1","4","0,68","0,04","1","3","l-l.u-y.z-z.e-E.r-R.n-n.e-#"
"!lycée!","!lise!","lycée",38.78,1,7,6,1,22,"li-se",2,"0,82","0,35","1","3","0,51","0,04","2","2","l-l.y-i.c-s.é-e.e-#"
"!lycéen!","!lise5!","lycéen",10.61,1,8,7,2,1,"li-se-5",3,"0,82","0,35","1","3","0,52","0,04","2","2","l-l.y-i.c-s.é-e.en-5"
"!lynx!","!l5ks!","lynx",1.22,1,6,6,0,2,"l5ks",1,"0,69","0,06","1","3","0,68","0,03","1","2","l-l.yn-5.x-ks"
"!lyonnais!","!ljonE!","lyonnais",1.01,1,10,7,0,0,"ljo-nE",2,"0,79","0,17","1","2","0,41","0,02","4","2","l-l.y-j.o-o.nn-n.ai-E.s-#"
"!lyre!","!liR!","lyre",1.42,1,6,5,3,32,"liR",1,"0,94","0,78","0","0","0,6","0,04","1","2","l-l.y-i.r-R.e-#"
"!lyrique!","!liRik!","lyrique",5.2,1,9,7,0,2,"li-Rik",2,"0,92","0,75","0","0","0,61","0,04","2","2","l-l.y-i.r-R.i-i.qu-k.e-#"
"!lyrisme!","!liRizm!","lyrisme",3.11,1,9,8,0,1,"li-Rizm",2,"0,86","0,51","0","0","0,75","0,04","1","2","l-l.y-i.r-R.i-i.s-z.m-m.e-#"
"!lys!","!lis!","lys",3.38,1,5,5,7,27,"lis",1,"0,6","0,03","1","3","0,64","0,04","1","2","l-l.y-i.s-s"
"!là!","!la!","là",1089.66,1,4,4,8,31,"la",1,"1","1","0","0","0,5","0","1","2","l-l.à-a"
"!là!","!la!","là",4.26,1,4,4,8,31,"la",1,"1","1","0","0","0,5","0","1","2","l-l.à-a"
"!lâche!","!laS!","lâche",16.08,1,7,5,10,25,"laS",1,"0,98","0,93","0","0","0,6","0,03","1","2","l-l.â-a.ch-S.e-#"
"!lâche!","!laS!","lâche",5.81,1,7,5,10,25,"laS",1,"0,98","0,93","0","0","0,6","0,03","1","2","l-l.â-a.ch-S.e-#"
"!lâchement!","!laS°m@!","lâchement",2.97,1,11,8,0,4,"la-S°-m@",3,"0,8","0,34","1","6","0,71","0,03","2","2","l-l.â-a.ch-S.e-°.m-m.ent-@"
"!lâcher!","!laSe!","lâcher",89.19,1,8,6,9,23,"la-Se",2,"0,98","0,93","0","0","0,58","0,03","2","2","l-l.â-a.ch-S.er-e"
"!lâcheté!","!laS°te!","lâcheté",10,1,9,8,0,4,"la-S°-te",3,"0,9","0,53","0","0","0,72","0,03","1","2","l-l.â-a.ch-S.e-°.t-t.é-e"
"!lâché!","!laSe!","lâché",1.22,1,7,6,9,23,"la-Se",2,"0,98","0,93","0","0","0,61","0,03","1","2","l-l.â-a.ch-S.é-e"
"!lèpre!","!lEpR!","lèpre",3.65,1,7,6,1,3,"lEpR",1,"1","0,99","0","0","0,68","0,16","1","2","l-l.è-E.p-p.r-R.e-#"
"!lèvre!","!lEvR!","lèvre",222.03,1,7,6,2,5,"lEvR",1,"1","1","0","0","0,71","0,16","1","2","l-l.è-E.v-v.r-R.e-#"
"!lé!","!le!","lé",2.03,1,4,4,12,29,"le",1,"1","1","0","0","0,71","0,42","0","0","l-l.é-e"
"!lécher!","!leSe!","lécher",23.11,1,8,6,8,18,"le-Se",2,"0,98","0,93","0","0","0,81","0,32","1","4","l-l.é-e.ch-S.er-e"
"!léché!","!leSe!","léché",1.35,1,7,6,6,18,"le-Se",2,"0,98","0,93","0","0","0,83","0,42","0","0","l-l.é-e.ch-S.é-e"
"!légal!","!legal!","légal",6.49,1,7,7,3,2,"le-gal",2,"0,9","0,52","0","0","0,93","0,78","0","0","l-l.é-e.g-g.a-a.l-l"
"!légalement!","!legal°m@!","légalement",2.03,1,12,10,0,0,"le-ga-l°-m@",4,"0,8","0,34","1","8","0,85","0,34","1","8","l-l.é-e.g-g.a-a.l-l.e-°.m-m.ent-@"
"!légalité!","!legalite!","légalité",2.5,1,10,10,2,2,"le-ga-li-te",4,"0,9","0,52","0","0","0,86","0,42","0","0","l-l.é-e.g-g.a-a.l-l.i-i.t-t.é-e"
